name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Matterbending Mage,{2}{U},3.0,Creature — Human Wizard,"When this creature enters, return up to one other target creature to its owner's hand.
Whenever you cast a spell with {X} in its mana cost, this creature can't be blocked this turn.",U,U,uncommon,SOS,Secrets of Strixhaven,59,2,2,,,,bounce;tribal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Meanders Guide,{2}{W},3.0,Creature — Merfolk Scout,"Whenever this creature attacks, you may tap another untapped Merfolk you control. When you do, return target creature card with mana value 3 or less from your graveyard to the battlefield.",W,W,uncommon,ECL,Lorwyn Eclipsed,25,3,2,,,,bounce;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Mechan Assembler,{4}{U},5.0,Artifact Creature — Robot Artificer,"Whenever another artifact you control enters, create a 2/2 colorless Robot artifact creature token. This ability triggers only once each turn.",U,U,uncommon,EOE,Edge of Eternities,63,4,4,,,,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Mechan Navigator,{1}{U},2.0,Artifact Creature — Robot Pilot,"Whenever this creature becomes tapped, draw a card, then discard a card.",U,U,uncommon,EOE,Edge of Eternities,64,2,1,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Mechan Shieldmate,{1}{U},2.0,Artifact Creature — Robot Soldier,"Defender
As long as an artifact entered the battlefield under your control this turn, this creature can attack as though it didn't have defender.",U,U,common,EOE,Edge of Eternities,65,3,2,,,Defender,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Mechanical Mobster,{3},3.0,Artifact Creature — Human Robot Villain,"When this creature enters, exile up to one target card from a graveyard. Target creature you control connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",,,common,OM1,Through the Omenpaths,163,2,1,,,Connive,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Mechanized Ninja Cavalry,{1}{R/W},2.0,Artifact Creature — Robot Ninja,"When this creature enters, create a 1/1 colorless Robot artifact creature token.","R,W","R,W",common,TMT,Teenage Mutant Ninja Turtles,156,1,1,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Mechanozoa,{4}{U}{U},6.0,Artifact Creature — Robot Jellyfish,"When this creature enters, tap target artifact or creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Warp {2}{U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",U,U,common,EOE,Edge of Eternities,66,5,5,,,Warp,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Meddling Youths,{3}{R}{W},5.0,Creature — Human Detective,"Haste
Whenever you attack with three or more creatures, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","R,W","R,W",uncommon,MKM,Murders at Karlov Manor,219,4,5,,,Investigate;Haste,draw;haste;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Melancholic Poet,{1}{B},2.0,Creature — Elf Bard,"Repartee — Whenever you cast an instant or sorcery spell that targets a creature, each opponent loses 1 life and you gain 1 life.",B,B,common,SOS,Secrets of Strixhaven,90,2,2,,,Repartee,lifegain,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Melek, Reforged Researcher",{3}{U}{R},5.0,Legendary Creature — Weird Detective,"Melek's power and toughness are each equal to twice the number of instant and sorcery cards in your graveyard.
The first instant or sorcery spell you cast each turn costs {3} less to cast.","R,U","R,U",mythic,MKM,Murders at Karlov Manor,430,*,*,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Meltstrider Eulogist,{2}{G},3.0,Creature — Insect Soldier,"Whenever a creature you control with a +1/+1 counter on it dies, draw a card.",G,G,uncommon,EOE,Edge of Eternities,197,3,3,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Memorial Team Leader,{3}{R},4.0,Creature — Kavu Soldier,"During your turn, other creatures you control get +1/+0.
Warp {1}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",R,R,uncommon,EOE,Edge of Eternities,144,4,3,,,Warp,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Memory Guardian,{4}{U},5.0,Artifact Creature — Robot Artificer,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying",U,U,uncommon,DFT,Aetherdrift,49,3,4,,,Flying;Affinity,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Mendicant Core, Guidelight",{W}{U},2.0,Legendary Artifact Creature — Robot,"Mendicant Core's power is equal to the number of artifacts you control.
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — Whenever you cast an artifact spell, you may pay {1}. If you do, copy it. (The copy becomes a token.)","U,W","U,W",rare,DFT,Aetherdrift,365,*,3,,,Max speed;Start your engines!,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Mentor of the Meek,{2}{W},3.0,Creature — Human Soldier,"Whenever another creature you control with power 2 or less enters, you may pay {1}. If you do, draw a card.",W,W,uncommon,2X2,Double Masters 2022,17,2,2,,,,draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Merchant of Many Hats,{1}{B},2.0,Creature — Human Peasant Ally,{2}{B}: Return this card from your graveyard to your hand.,B,B,common,TLA,Avatar: The Last Airbender,110,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Merciless Enforcers,{1}{B},2.0,Creature — Human Mercenary Villain,"Lifelink
{3}{B}: This creature deals 1 damage to each opponent.",B,B,common,OM1,Through the Omenpaths,61,2,1,,,Lifelink,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
