name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Warden of the Inner Sky,{W},1.0,Creature — Human Soldier,"As long as this creature has three or more counters on it, it has flying and vigilance.
Tap three untapped artifacts and/or creatures you control: Put a +1/+1 counter on this creature. Scry 1. Activate only as a sorcery.",W,W,rare,PLCI,The Lost Caverns of Ixalan Promos,43s,1,2,,,Scry,pump;scry,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Wardens of the Cycle,{1}{B}{G}{G},4.0,Creature — Elf Warlock,"Morbid — At the beginning of your end step, if a creature died this turn, choose one —
• You gain 2 life.
• You draw a card and you lose 1 life.","B,G","B,G",uncommon,FDN,Foundations,125,3,4,,,Morbid,draw;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Warehouse Tabby,{B},1.0,Creature — Cat,"Whenever an enchantment you control is put into a graveyard from the battlefield, create a 1/1 black Rat creature token with ""This token can't block.""
{1}{B}: This creature gains deathtouch until end of turn.",B,B,common,WOE,Wilds of Eldraine,117,1,1,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Warren Elder,{1}{W},2.0,Creature — Rabbit Cleric,{3}{W}: Creatures you control get +1/+1 until end of turn.,W,W,common,BLB,Bloomburrow,37,2,2,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Warren Torchmaster,{1}{R},2.0,Creature — Goblin Warrior,"At the beginning of combat on your turn, you may blight 1. When you do, target creature gains haste until end of turn. (To blight 1, put a -1/-1 counter on a creature you control.)",R,R,uncommon,ECL,Lorwyn Eclipsed,163,2,2,,,Blight,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Warren Warleader,{2}{W}{W},4.0,Creature — Rabbit Knight,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Whenever you attack, choose one —
• Create a 1/1 white Rabbit creature token that's tapped and attacking.
• Attacking creatures you control get +1/+1 until end of turn.",W,W,mythic,BLB,Bloomburrow,300,4,4,,,Offspring,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wartime Protestors,{3}{R},4.0,Creature — Human Rebel Ally,"Haste
Whenever another Ally you control enters, put a +1/+1 counter on that creature and it gains haste until end of turn.",R,R,rare,TLA,Avatar: The Last Airbender,375,4,4,,,Haste,haste;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wary Farmer,{1}{G/W}{G/W},3.0,Creature — Kithkin Citizen,"At the beginning of your end step, if another creature entered the battlefield under your control this turn, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)","G,W","G,W",common,ECL,Lorwyn Eclipsed,251,3,3,,,Surveil,surveil;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Wary Thespian,{1}{G},2.0,Creature — Cat Druid,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",G,G,common,MOM,March of the Machine,215,3,1,,,Surveil,surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Wary Watchdog,{1}{G},2.0,Creature — Dog,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",G,G,common,DSK,Duskmourn: House of Horror,206,3,1,,,Surveil,surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Watcher of the Wayside,{3},3.0,Artifact Creature — Golem,"When this creature enters, target player mills two cards. You gain 2 life. (To mill two cards, a player puts the top two cards of their library into their graveyard.)",,,common,TDM,Tarkir: Dragonstorm,249,3,2,,,Mill,lifegain;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Water Tribe Captain,{2}{W},3.0,Creature — Human Soldier Ally,{5}: Creatures you control get +1/+1 until end of turn.,W,W,common,TLA,Avatar: The Last Airbender,41,3,3,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Water Tribe Rallier,{1}{W},2.0,Creature — Human Soldier Ally,"Waterbend {5}: Look at the top four cards of your library. You may reveal a creature card with power 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",W,W,uncommon,TLA,Avatar: The Last Airbender,42,2,2,,,Waterbend,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Waterspout Warden,{2}{U},3.0,Creature — Frog Soldier,"Whenever this creature attacks, if another creature entered the battlefield under your control this turn, this creature gains flying until end of turn.",U,U,common,BLB,Bloomburrow,80,3,2,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Waterwind Scout,{2}{U},3.0,Creature — Merfolk Scout,"Flying
When this creature enters, create a Map token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Target creature you control explores. Activate only as a sorcery."")",U,U,common,LCI,The Lost Caverns of Ixalan,84,2,2,,,Flying;Explore,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Wax-Wane Witness,{3}{W},4.0,Creature — Bat Cleric,"Flying, vigilance
Whenever you gain or lose life during your turn, this creature gets +1/+0 until end of turn.",W,W,common,BLB,Bloomburrow,39,2,4,,,Flying;Vigilance,flying;lifegain;pump;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Waxen Shapethief,{3}{U},4.0,Creature — Shapeshifter,"Flash
You may have this creature enter as a copy of an artifact or creature you control.
Cycling {2} ({2}, Discard this card: Draw a card.)",U,U,rare,DFT,Aetherdrift,74,0,0,,,Flash;Cycling,draw;flash,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Waylaying Pirates,{3}{U},4.0,Creature — Human Pirate,"When this creature enters, if you control an artifact, tap target artifact or creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",U,U,common,LCI,The Lost Caverns of Ixalan,85,3,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Wayspeaker Bodyguard,{3}{W},4.0,Creature — Orc Monk,"When this creature enters, return target nonland permanent card with mana value 2 or less from your graveyard to your hand.
Flurry — Whenever you cast your second spell each turn, tap target creature an opponent controls.",W,W,uncommon,TDM,Tarkir: Dragonstorm,34,3,4,,,Flurry,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Weapons Vendor,{3}{W},4.0,Creature — Human Artificer,"When this creature enters, draw a card.
At the beginning of combat on your turn, if you control an Equipment, you may pay {1}. When you do, attach target Equipment you control to target creature you control.",W,W,common,FIN,Final Fantasy,40,2,2,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Web-Warriors,{4}{G/W},5.0,Creature — Spider Hero,"When this creature enters, put a +1/+1 counter on each other creature you control.","G,W","G,W",uncommon,SPM,Marvel's Spider-Man,159,4,3,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Webstrike Elite,{G}{G},2.0,Creature — Insect Archer,"Reach
Cycling {X}{G}{G} ({X}{G}{G}, Discard this card: Draw a card.)
When you cycle this card, destroy up to one target artifact or enchantment with mana value X.",G,G,rare,DFT,Aetherdrift,186,3,3,,,Reach;Cycling,draw;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Weftblade Enhancer,{5}{W},6.0,Creature — Drix Artificer,"When this creature enters, put a +1/+1 counter on each of up to two target creatures.
Warp {2}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",W,W,common,EOE,Edge of Eternities,44,3,4,,,Warp,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Weftstalker Ardent,{2}{R},3.0,Creature — Drix Artificer,"Whenever another creature or artifact you control enters, this creature deals 1 damage to each opponent.
Warp {R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",R,R,uncommon,EOE,Edge of Eternities,169,2,3,,,Warp,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Werefox Bodyguard,{1}{W}{W},3.0,Creature — Elf Fox Knight,"Flash
When this creature enters, exile up to one other target non-Fox creature until this creature leaves the battlefield.
{1}{W}, Sacrifice this creature: You gain 2 life.",W,W,rare,PWOE,Wilds of Eldraine Promos,39p,2,2,,,Flash,flash;lifegain;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
West Wind Avatar,{5}{G}{G},7.0,Creature — Cat Spirit Avatar,"Trample
Whenever this creature enters or attacks, you may sacrifice a token or a land. If you do, you gain 3 life.
Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, draw a card.",G,G,uncommon,TMT,Teenage Mutant Ninja Turtles,137,7,7,,,Disappear;Trample,draw;lifegain;token;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Whirlwing Stormbrood // Dynamic Soar,{4}{U} // {2}{G},5.0,Creature — Dragon // Sorcery — Omen,,U,"G,U",uncommon,TDM,Tarkir: Dragonstorm,234,4,3,,,Flying;Flash,flash;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Whiskerquill Scribe,{1}{R},2.0,Creature — Mouse Citizen,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, you may discard a card. If you do, draw a card.",R,R,common,BLB,Bloomburrow,161,2,2,,,Valiant,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Whiskervale Forerunner,{3}{W},4.0,Creature — Mouse Bard,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, look at the top five cards of your library. You may reveal a creature card with mana value 3 or less from among them. You may put it onto the battlefield if it's your turn. If you don't put it onto the battlefield, put it into your hand. Put the rest on the bottom of your library in a random order.",W,W,rare,PBLB,Bloomburrow Promos,40s,3,4,,,Valiant,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
White Lotus Reinforcements,{1}{G}{W},3.0,Creature — Human Soldier Ally,"Vigilance
Other Allies you control get +1/+1.","G,W","G,W",uncommon,TLA,Avatar: The Last Airbender,251,2,3,,,Vigilance,tribal;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wick's Patrol,{4}{B}{B},6.0,Creature — Rat Warlock,"When this creature enters, mill three cards. When you do, target creature an opponent controls gets -X/-X until end of turn, where X is the greatest mana value among cards in your graveyard.",B,B,uncommon,BLB,Bloomburrow,121,5,3,,,Mill,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Wick, the Whorled Mind",{3}{B},4.0,Legendary Creature — Rat Warlock,"Whenever Wick or another Rat you control enters, create a 1/1 black Snail creature token if you don't control a Snail. Otherwise, put a +1/+1 counter on a Snail you control.
{U}{B}{R}, Sacrifice a Snail: Wick deals damage equal to the sacrificed creature's power to each opponent. Then draw cards equal to the sacrificed creature's power.",B,"B,R,U",rare,PBLB,Bloomburrow Promos,120s,2,4,,,,draw;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wicked Visitor,{1}{B},2.0,Creature — Nightmare,"Whenever an enchantment you control is put into a graveyard from the battlefield, each opponent loses 1 life.",B,B,common,WOE,Wilds of Eldraine,118,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Wickerfolk Indomitable,{3}{B},4.0,Artifact Creature — Scarecrow,You may cast this card from your graveyard by paying 2 life and sacrificing an artifact or creature in addition to paying its other costs.,B,B,uncommon,DFT,Aetherdrift,109,4,3,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wickerfolk Thresher,{3}{G},4.0,Artifact Creature — Scarecrow,"Delirium — Whenever this creature attacks, if there are four or more card types among cards in your graveyard, look at the top card of your library. If it's a land card, you may put it onto the battlefield. If you don't put the card onto the battlefield, put it into your hand.",G,G,uncommon,DSK,Duskmourn: House of Horror,207,5,4,,,Delirium,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wild Pack Squad,{2}{W},3.0,Creature — Human Mercenary,"At the beginning of combat on your turn, up to one target creature gains first strike and vigilance until end of turn.",W,W,common,SPM,Marvel's Spider-Man,23,2,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Wildborn Preserver,{1}{G},2.0,Creature — Elf Archer,"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)
Whenever another non-Human creature you control enters, you may pay {X}. When you do, put X +1/+1 counters on this creature.",G,G,rare,ELD,Throne of Eldraine,375,2,2,,,Reach;Flash,flash;pump;reach;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wildfire Wickerfolk,{R}{G},2.0,Artifact Creature — Scarecrow,"Haste
Delirium — This creature gets +1/+1 and has trample as long as there are four or more card types among cards in your graveyard.","G,R","G,R",uncommon,DSK,Duskmourn: House of Horror,239,3,2,,,Delirium;Haste,haste;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wildgrowth Archaic,{2/G}{2/G},4.0,Creature — Avatar,"Trample, reach
Converge — This creature enters with a +1/+1 counter on it for each color of mana spent to cast it.
Whenever you cast a creature spell, that creature enters with X additional +1/+1 counters on it, where X is the number of colors of mana spent to cast it.",G,G,rare,SOS,Secrets of Strixhaven,168,0,0,,,Reach;Converge;Trample,pump;reach;trample,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wildheart Invoker,{2}{G}{G},4.0,Creature — Elf Shaman,{8}: Target creature gets +5/+5 and gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.),G,G,common,CMR,Commander Legends,263,4,3,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
Wildvine Pummeler,{6}{G},7.0,Creature — Giant Berserker,"Vivid — This spell costs {1} less to cast for each color among permanents you control.
Reach, trample",G,G,common,ECL,Lorwyn Eclipsed,203,6,5,,,Reach;Trample;Vivid,reach;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Wildwood Mentor,{2}{G},3.0,Creature — Treefolk,"Whenever a token you control enters, put a +1/+1 counter on this creature.
Whenever this creature attacks, another target attacking creature gets +X/+X until end of turn, where X is this creature's power.",G,G,rare,WOE,Wilds of Eldraine,322,1,1,,,,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Wildwood Scourge,{X}{G},1.0,Creature — Hydra,"This creature enters with X +1/+1 counters on it.
Whenever one or more +1/+1 counters are put on another non-Hydra creature you control, put a +1/+1 counter on this creature.",G,G,uncommon,FDN,Foundations,236,0,0,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Will, Scion of Peace",{1}{W}{U},3.0,Legendary Creature — Human Wizard,"Vigilance
{T}: Spells you cast this turn that are white and/or blue cost {X} less to cast, where X is the amount of life you gained this turn. Activate only as a sorcery.","U,W","U,W",mythic,WOE,Wilds of Eldraine,302,2,4,,,Vigilance,lifegain;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Wilt-Leaf Liege,{1}{G/W}{G/W}{G/W},4.0,Creature — Elf Knight,"({G/W} can be paid with either {G} or {W}.)
Other green creatures you control get +1/+1.
Other white creatures you control get +1/+1.
If a spell or ability an opponent controls causes you to discard this card, put it onto the battlefield instead of putting it into your graveyard.","G,W","G,W",rare,MM2,Modern Masters 2015,200,4,4,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Wingblade Disciple,{2}{U},3.0,Creature — Human Monk,"Flying
Flurry — Whenever you cast your second spell each turn, create a 1/1 white Bird creature token with flying.",U,U,uncommon,TDM,Tarkir: Dragonstorm,65,2,2,,,Flying;Flurry,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Wingnut, Bat on the Belfry",{1}{R},2.0,Legendary Creature — Bat Mutant,"Alliance — Whenever another creature you control enters, Wingnut gains your choice of flying, menace, or haste until end of turn.
Whenever Wingnut attacks, each other attacking creature gets +1/+0 until end of turn.",R,R,uncommon,TMT,Teenage Mutant Ninja Turtles,110,1,2,,,Alliance;Menace,menace;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Winter, Cursed Rider",{U}{B},2.0,Legendary Creature — Human Warlock,"Ward—Pay 2 life.
Artifacts you control have ""Ward—Pay 2 life.""
Exhaust — {2}{U}{B}, {T}, Exile X artifact cards from your graveyard: Each other nonartifact creature gets -X/-X until end of turn. (Activate each exhaust ability only once.)","B,U","B,U",rare,DFT,Aetherdrift,228,3,2,,,Exhaust;Ward,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Winter, Misanthropic Guide",{1}{B}{R}{G},4.0,Legendary Creature — Human Warlock,"Ward {2}
At the beginning of your upkeep, each player draws two cards.
Delirium — As long as there are four or more card types among cards in your graveyard, each opponent's maximum hand size is equal to seven minus the number of those card types.","B,G,R","B,G,R",rare,PDSK,Duskmourn: House of Horror Promos,240p,3,4,,,Delirium;Ward,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wispdrinker Vampire,{2}{W}{B},4.0,Creature — Vampire Rogue,"Flying
Whenever another creature you control with power 2 or less enters, each opponent loses 1 life and you gain 1 life.
{5}{W}{B}: Creatures you control with power 2 or less gain deathtouch and lifelink until end of turn.","B,W","B,W",uncommon,MKM,Murders at Karlov Manor,374,2,4,,,Flying,flying;lifegain;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Wistfulness,{3}{G/U}{G/U},5.0,Creature — Elemental Incarnation,"When this creature enters, if {G}{G} was spent to cast it, exile target artifact or enchantment an opponent controls.
When this creature enters, if {U}{U} was spent to cast it, draw two cards, then discard a card.
Evoke {G/U}{G/U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters.)","G,U","G,U",mythic,ECL,Lorwyn Eclipsed,296,6,5,,,Evoke,draw;etb;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Witherbloom, the Balancer",{6}{B}{G},8.0,Legendary Creature — Elder Dragon,"Affinity for creatures (This spell costs {1} less to cast for each creature you control.)
Flying, deathtouch
Instant and sorcery spells you cast have affinity for creatures.","B,G","B,G",mythic,SOS,Secrets of Strixhaven,288,5,5,,,Deathtouch;Flying;Affinity,deathtouch;flying,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Wojek Investigator,{2}{W},3.0,Creature — Angel Detective,"Flying, vigilance
At the beginning of your upkeep, investigate once for each opponent who has more cards in hand than you. (To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",W,W,rare,PMKM,Murders at Karlov Manor Promos,36p,2,4,,,Flying;Investigate;Vigilance,draw;flying;token;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Wolfbat,{2}{B},3.0,Creature — Wolf Bat,"Flying
Whenever you draw your second card each turn, you may pay {B}. If you do, return this card from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",B,B,uncommon,TLA,Avatar: The Last Airbender,122,2,2,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Woodland Acolyte // Mend the Wilds,{2}{W} // {G},3.0,Creature — Human Cleric // Instant — Adventure,,W,"G,W",uncommon,WOE,Wilds of Eldraine,241,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
