name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Station Monitor,{W}{U},2.0,Creature — Lizard Artificer,"Whenever you cast your second spell each turn, create a 1/1 colorless Drone artifact creature token with flying and ""This token can block only creatures with flying.""","U,W","U,W",uncommon,EOE,Edge of Eternities,230,2,2,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Staunch Crewmate,{1}{U},2.0,Creature — Human Pirate,"When this creature enters, look at the top four cards of your library. You may reveal an artifact or Pirate card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",U,U,uncommon,LCI,The Lost Caverns of Ixalan,79,2,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Steamcore Scholar,{2}{U},3.0,Creature — Weird Detective,"Flying, vigilance
When this creature enters, draw two cards. Then discard two cards unless you discard an instant or sorcery card or a creature card with flying.",U,U,rare,MKM,Murders at Karlov Manor,71,2,2,,,Flying;Vigilance,draw;flying;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Steampath Charger,{1}{R},2.0,Creature — Lizard Warlock,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature dies, it deals 1 damage to target player.",R,R,common,BLB,Bloomburrow,153,2,1,,,Offspring,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Steel Hellkite,{6},6.0,Artifact Creature — Dragon,"Flying
{2}: This creature gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with mana value X whose controller was dealt combat damage by this creature this turn. Activate only once each turn.",,,rare,PRM,Magic Online Promos,37859,5,5,,,Flying,flying;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Steelswarm Operator,{1}{U},2.0,Artifact Creature — Robot Soldier,"Flying
{T}: Add {U}. Spend this mana only to cast an artifact spell.
{T}: Add {U}{U}. Spend this mana only to activate abilities of artifact sources.",U,U,uncommon,EOE,Edge of Eternities,80,1,1,,U,Flying,flying;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stegron the Dinosaur Man,{4}{R},5.0,Legendary Creature — Dinosaur Villain,"Menace (This creature can't be blocked except by two or more creatures.)
Dinosaur Formula — {1}{R}, Discard this card: Until end of turn, target creature you control gets +3/+1 and becomes a Dinosaur in addition to its other types.",R,R,common,SPM,Marvel's Spider-Man,95,5,4,,,Menace,menace;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sterling Hound,{3},3.0,Artifact Creature — Dog,"When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,common,OTJ,Outlaws of Thunder Junction,249,3,2,,,Surveil,surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Sterling Keykeeper,{1}{W},2.0,Creature — Human Mercenary,"{2}, {T}: Tap target non-Mount creature.",W,W,common,OTJ,Outlaws of Thunder Junction,32,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Sterling Supplier,{4}{W},5.0,Creature — Bird Soldier,"Flying
When this creature enters, put a +1/+1 counter on another target creature you control.",W,W,common,OTJ,Outlaws of Thunder Junction,33,3,4,,,Flying,flying;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Stickytongue Sentinel,{2}{G},3.0,Creature — Frog Warrior,"Reach
When this creature enters, return up to one other target permanent you control to its owner's hand.",G,G,common,BLB,Bloomburrow,193,3,3,,,Reach,bounce;reach;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Stiltzkin, Moogle Merchant",{W},1.0,Legendary Creature — Moogle,"Lifelink
{2}, {T}: Target opponent gains control of another target permanent you control. If they do, you draw a card.",W,W,rare,FIN,Final Fantasy,34,1,2,,,Lifelink,draw;lifegain;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sting-Slinger,{2}{R},3.0,Creature — Goblin Warrior,"{1}{R}, {T}, Blight 1: This creature deals 2 damage to each opponent. (To blight 1, put a -1/-1 counter on a creature you control.)",R,R,uncommon,ECL,Lorwyn Eclipsed,161,3,3,,,Blight,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stingblade Assassin,{3}{B},4.0,Creature — Faerie Assassin,"Flash
Flying
When this creature enters, destroy target creature an opponent controls that was dealt damage this turn.",B,B,common,WOE,Wilds of Eldraine,109,3,1,,,Flying;Flash,flash;flying;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Stingerback Terror,{2}{R}{R},4.0,Creature — Scorpion Dragon,"Flying, trample
This creature gets -1/-1 for each card in your hand.
Plot {2}{R} (You may pay {2}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",R,R,rare,OTJ,Outlaws of Thunder Junction,336,7,7,,,Flying;Plot;Trample,flying;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Stinging Cave Crawler,{2}{B},3.0,Creature — Insect Horror,"Deathtouch
Descend 4 — Whenever this creature attacks, if there are four or more permanent cards in your graveyard, you draw a card and you lose 1 life.",B,B,uncommon,LCI,The Lost Caverns of Ixalan,124,1,3,,,Descend;Deathtouch,deathtouch;draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Stirring Honormancer,{2}{W}{W/B}{B},5.0,Creature — Rhino Bard,"When this creature enters, look at the top X cards of your library, where X is the number of creatures you control. Put one of those cards into your hand and the rest into your graveyard.","B,W","B,W",uncommon,SOS,Secrets of Strixhaven,234,4,5,,,,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stirring Hopesinger,{2}{W},3.0,Creature — Bird Bard,"Flying, lifelink
Repartee — Whenever you cast an instant or sorcery spell that targets a creature, put a +1/+1 counter on each creature you control.",W,W,rare,SOS,Secrets of Strixhaven,35,1,3,,,Flying;Lifelink;Repartee,flying;lifegain;pump,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Stockman, Mad Fly-entist",{4}{U},5.0,Legendary Creature — Insect Mutant Scientist,"Flying
When Stockman enters, draw a card, then discard a card.
Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.)",U,U,common,TMT,Teenage Mutant Ninja Turtles,54,3,4,,,Flying;Islandcycling;Landcycling;Typecycling;Cycling,draw;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Stockpiling Celebrant,{2}{W},3.0,Creature — Dwarf Knight,"When this creature enters, you may return another target nonland permanent you control to its owner's hand. If you do, scry 2.",W,W,common,WOE,Wilds of Eldraine,32,3,2,,,Scry,scry;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Stoic Grove-Guide,{4}{B/G},5.0,Creature — Elf Druid,"{1}{B/G}, Exile this card from your graveyard: Create a 2/2 black and green Elf creature token. Activate only as a sorcery.","B,G","B,G",common,ECL,Lorwyn Eclipsed,243,5,4,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Stoic Sphinx,{2}{U}{U},4.0,Creature — Sphinx,"Flash
Flying
This creature has hexproof as long as you haven't cast a spell this turn.",U,U,rare,POTJ,Outlaws of Thunder Junction Promos,71s,5,3,,,Flying;Flash,flash;flying;protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Stone Docent,{1}{W},2.0,Creature — Spirit Chimera,"{W}, Exile this card from your graveyard: You gain 2 life. Surveil 1. Activate only as a sorcery. (Look at the top card of your library. You may put it into your graveyard.)",W,W,common,SOS,Secrets of Strixhaven,36,3,1,,,Surveil,lifegain;surveil,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Storm Fleet Spy,{2}{U},3.0,Creature — Human Pirate,"Raid — When this creature enters, if you attacked this turn, draw a card.",U,U,uncommon,FDN,Foundations,515,2,2,,,Raid,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stormcatch Mentor,{U}{R},2.0,Creature — Otter Wizard,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Instant and sorcery spells you cast cost {1} less to cast.","R,U","R,U",uncommon,BLB,Bloomburrow,234,1,1,,,Prowess;Haste,haste;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stormkeld Prowler,{1}{U},2.0,Creature — Human Rogue,"Whenever you cast a spell with mana value 5 or greater, put two +1/+1 counters on this creature.",U,U,common,WOE,Wilds of Eldraine,71,2,1,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Stormkeld Vanguard // Bear Down,{4}{G}{G} // {1}{G},6.0,Creature — Giant Warrior // Sorcery — Adventure,,G,G,uncommon,WOE,Wilds of Eldraine,187,6,7,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Stormscale Scion,{4}{R}{R},6.0,Creature — Dragon,"Flying
Other Dragons you control get +1/+1.
Storm (When you cast this spell, copy it for each spell cast before it this turn. Copies become tokens.)",R,R,mythic,TDM,Tarkir: Dragonstorm,123,4,4,,,Flying;Storm,flying;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stormshriek Feral // Flush Out,{4}{R} // {1}{R},5.0,Creature — Dragon // Sorcery — Omen,,R,R,common,TDM,Tarkir: Dragonstorm,124,3,3,,,Flying;Haste,flying;haste,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Stormsplitter,{3}{R},4.0,Creature — Otter Wizard,"Haste
Whenever you cast an instant or sorcery spell, create a token that's a copy of this creature. Exile that token at the beginning of the next end step.",R,R,mythic,PBLB,Bloomburrow Promos,154p,1,4,,,Haste,haste;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Storyteller Pixie,{3}{U},4.0,Creature — Faerie Wizard,"Flying
Whenever you cast an Adventure spell, draw a card.",U,U,uncommon,WOE,Wilds of Eldraine,313,3,3,,,Flying,draw;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Stratosoarer,{4}{U},5.0,Creature — Elemental,"Flying
When this creature enters, target creature gains flying until end of turn.
Basic landcycling {1}{U} ({1}{U}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",U,U,common,ECL,Lorwyn Eclipsed,72,3,5,,,Flying;Landcycling;Basic landcycling;Typecycling;Cycling,flying;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Streaking Oilgorger,{4}{B},5.0,Creature — Vampire,"Flying, haste
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — This creature has lifelink.",B,B,common,DFT,Aetherdrift,107,3,3,,,Flying;Max speed;Haste;Start your engines!,flying;haste;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Strife Scholar // Awaken the Ages,{2}{R} // {5}{R},3.0,Creature — Orc Sorcerer // Sorcery,,R,R,common,SOS,Secrets of Strixhaven,131,3,2,,,Prepared;Ward,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Strix Lookout,{1}{U},2.0,Creature — Bird,"Flying, vigilance (Attacking doesn't cause this creature to tap.)
{1}{U}, {T}: Draw a card, then discard a card.",U,U,common,FDN,Foundations,748,1,2,,,Flying;Vigilance,draw;flying;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Stromkirk Bloodthief,{2}{B},3.0,Creature — Vampire Rogue,"At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on target Vampire you control.",B,B,uncommon,DBL,Innistrad: Double Feature,123,2,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stromkirk Noble,{R},1.0,Creature — Vampire Noble,"This creature can't be blocked by Humans.
Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.",R,R,rare,FDN,Foundations,632,1,1,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Strongbox Raider,{2}{R}{R},4.0,Creature — Orc Pirate,"Raid — When this creature enters, if you attacked this turn, exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.",R,R,uncommon,FDN,Foundations,96,5,2,,,Raid,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Stubborn Burrowfiend,{1}{G},2.0,Creature — Badger Beast Mount,"Whenever this creature becomes saddled for the first time each turn, mill two cards, then this creature gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",G,G,uncommon,OTJ,Outlaws of Thunder Junction,184,2,2,,,Saddle;Mill,mill;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Studious First-Year // Rampant Growth,{G} // {1}{G},1.0,Creature — Bear Wizard // Sorcery,,G,G,common,SOS,Secrets of Strixhaven,162,1,1,,,Prepared,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Suki, Courageous Rescuer",{1}{W}{W},3.0,Legendary Creature — Human Warrior Ally,"Other creatures you control get +1/+0.
Whenever another permanent you control leaves the battlefield during your turn, create a 1/1 white Ally creature token. This ability triggers only once each turn.",W,W,rare,TLA,Avatar: The Last Airbender,37,2,4,,,,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Suki, Kyoshi Warrior",{2}{G/W}{G/W},4.0,Legendary Creature — Human Warrior Ally,"Suki's power is equal to the number of creatures you control.
Whenever Suki attacks, create a 1/1 white Ally creature token that's tapped and attacking.","G,W","G,W",uncommon,TLA,Avatar: The Last Airbender,243,*,4,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sultai Devotee,{1}{G},2.0,Creature — Zombie Snake Druid,"Deathtouch
{1}: Add {B}, {G}, or {U}. Activate only once each turn.",G,"B,G,U",common,TDM,Tarkir: Dragonstorm,160,2,1,,"B,G,U",Deathtouch,deathtouch;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sumala Sentry,{G}{W},2.0,Creature — Elf Archer,"Reach
Whenever a face-down permanent you control is turned face up, put a +1/+1 counter on it and a +1/+1 counter on this creature.","G,W","G,W",uncommon,MKM,Murders at Karlov Manor,233,1,3,,,Reach,pump;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Summit Intimidator,{3}{R},4.0,Creature — Yeti,"Reach
When this creature enters, target creature can't block this turn.",R,R,common,TDM,Tarkir: Dragonstorm,125,4,3,,,Reach,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Summit Sentinel,{1}{U},2.0,Creature — Elemental Soldier,"When this creature dies, draw a card.",U,U,common,ECL,Lorwyn Eclipsed,73,1,3,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Summon: Anima,{4}{B}{B},6.0,Enchantment Creature — Saga Horror,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Pain — You draw a card and you lose 1 life.
IV — Oblivion — Each opponent sacrifices a creature of their choice and loses 3 life.
Menace",B,B,uncommon,FIN,Final Fantasy,120,4,4,,,Menace,draw;menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Summon: Bahamut,{9},9.0,Enchantment Creature — Saga Dragon,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II — Destroy up to one target nonland permanent.
III — Draw two cards.
IV — Mega Flare — This creature deals damage equal to the total mana value of other permanents you control to each opponent.
Flying",,,mythic,PFIN,Final Fantasy Promos,1s,9,9,,,Flying,draw;flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Summon: Brynhildr,{1}{R},2.0,Enchantment Creature — Saga Knight,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Chain — Exile the top card of your library. During any turn you put a lore counter on this Saga, you may play that card.
II, III — Gestalt Mode — When you next cast a creature spell this turn, it gains haste until end of turn.",R,R,rare,PFIN,Final Fantasy Promos,160s,2,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
