name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
"Garna, Bloodfist of Keld",{1}{B}{R}{R},4.0,Legendary Creature — Human Berserker,"Whenever another creature you control dies, draw a card if it was attacking. Otherwise, Garna deals 1 damage to each opponent.","B,R","B,R",uncommon,DMU,Dominaria United,299,4,3,,,,draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Garnet, Princess of Alexandria",{G}{W},2.0,Legendary Creature — Human Noble Cleric,"Lifelink
Whenever Garnet attacks, you may remove a lore counter from each of any number of Sagas you control. Put a +1/+1 counter on Garnet for each lore counter removed this way.","G,W","G,W",uncommon,FIN,Final Fantasy,487,2,2,,,Lifelink,lifegain;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Garrison Excavator,{3}{R},4.0,Creature — Orc Sorcerer,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever one or more cards leave your graveyard, create a 2/2 red and white Spirit creature token.",R,R,uncommon,SOS,Secrets of Strixhaven,116,3,4,,,Menace,menace;token,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gas Guzzler,{B},1.0,Creature — Vampire Rogue,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
This creature enters tapped.
Max speed — {B}, Sacrifice another creature or Vehicle: Draw a card.",B,B,rare,PDFT,Aetherdrift Promos,85p,2,1,,,Max speed;Start your engines!,draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gastal Blockbuster,{2}{R},3.0,Creature — Human Berserker,"When this creature enters, you may sacrifice a creature or Vehicle. When you do, destroy target artifact an opponent controls.",R,R,common,DFT,Aetherdrift,128,3,2,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Gastal Raider,{2}{B},3.0,Creature — Vampire Rogue,"Start your engines!
When this creature enters, target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
Max speed — This creature gets +1/+1 and has menace.",B,B,uncommon,DFT,Aetherdrift,418,2,1,,,Max speed;Start your engines!,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gastal Thrillseeker,{B}{R},2.0,Creature — Lizard Berserker,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this creature enters, it deals 1 damage to target opponent and you gain 1 life.
Max speed — This creature has deathtouch and haste.","B,R","B,R",uncommon,DFT,Aetherdrift,205,2,3,,,Max speed;Start your engines!,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gate Colossus,{8},8.0,Artifact Creature — Construct,"Affinity for Gates (This spell costs {1} less to cast for each Gate you control.)
This creature can't be blocked by creatures with power 2 or less.
Whenever a Gate you control enters, you may put this card from your graveyard on top of your library.",,,uncommon,PRM,Magic Online Promos,71592,8,8,,,Affinity,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gatekeeper of Malakir,{B}{B},2.0,Creature — Vampire Warrior,"Kicker {B} (You may pay an additional {B} as you cast this spell.)
When this creature enters, if it was kicked, target player sacrifices a creature of their choice.",B,B,uncommon,PLST,The List,ZEN-89,2,2,,,Kicker,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Gateway Sneak,{2}{U},3.0,Creature — Vedalken Rogue,"Whenever a Gate you control enters, this creature can't be blocked this turn.
Whenever this creature deals combat damage to a player, draw a card.",U,U,uncommon,FDN,Foundations,592,1,3,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gearbane Orangutan,{2}{R},3.0,Creature — Ape,"Reach
When this creature enters, choose one —
• Destroy up to one target artifact.
• Sacrifice an artifact. If you do, put two +1/+1 counters on this creature.",R,R,common,MKM,Murders at Karlov Manor,129,2,2,,,Reach,pump;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Gearseeker Serpent,{5}{U}{U},7.0,Creature — Serpent,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
{5}{U}: This creature can't be blocked this turn.",U,U,common,DFT,Aetherdrift,43,5,6,,,Affinity,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Gene Pollinator,{G},1.0,Artifact Creature — Robot Insect,"{T}, Tap an untapped permanent you control: Add one mana of any color.",G,G,common,EOE,Edge of Eternities,186,1,2,,"B,G,R,U,W",,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Genemorph Imago,{G}{U},2.0,Creature — Insect Druid,"Flying
Landfall — Whenever a land you control enters, target creature has base power and toughness 3/3 until end of turn. If you control six or more lands, that creature has base power and toughness 6/6 until end of turn instead.","G,U","G,U",rare,EOE,Edge of Eternities,299,1,3,,,Landfall;Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"General Traag, Heart of Stone",{3}{R}{R},5.0,Legendary Artifact Creature — Elemental Soldier,"Trample
When General Traag enters, you may sacrifice another artifact. When you do, General Traag deals 4 damage to target creature.",R,R,uncommon,TMT,Teenage Mutant Ninja Turtles,90,4,3,,,Trample,trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Generous Plunderer,{1}{R},2.0,Creature — Human Rogue,"Menace
At the beginning of your upkeep, you may create a Treasure token. When you do, target opponent creates a tapped Treasure token.
Whenever this creature attacks, it deals damage to defending player equal to the number of artifacts they control.",R,R,mythic,BIG,The Big Score,41,2,2,,,Treasure;Menace,menace;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Genghis Frog,{G}{U},2.0,Legendary Creature — Frog Mutant Rogue,"Trample
Whenever Genghis Frog or another Mutant you control enters, create a Mutagen token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery."")","G,U","G,U",uncommon,TMT,Teenage Mutant Ninja Turtles,148,1,3,,,Trample,pump;token;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Geological Appraiser,{2}{R}{R},4.0,Creature — Human Artificer,"When this creature enters, if you cast it, discover 3. (Exile cards from the top of your library until you exile a nonland card with mana value 3 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",R,R,uncommon,LCI,The Lost Caverns of Ixalan,150,3,2,,,Discover,mill,"standard,future,timeless,gladiator,modern,legacy,vintage,commander,oathbreaker,standardbrawl,duel"
Geometer's Arthropod,{G}{U},2.0,Creature — Fractal Crab,"Whenever you cast a spell with {X} in its mana cost, look at the top X cards of your library. Put one of them into your hand and the rest on the bottom of your library in a random order.","G,U","G,U",rare,SOS,Secrets of Strixhaven,300,1,4,,,,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Geralf, the Fleshwright",{2}{U},3.0,Legendary Creature — Human Warlock,"Whenever you cast a spell during your turn other than your first spell that turn, create a 2/2 blue and black Zombie Rogue creature token.
Whenever a Zombie you control enters, put a +1/+1 counter on it for each other Zombie that entered the battlefield under your control this turn.",U,U,mythic,POTJ,Outlaws of Thunder Junction Promos,50s,2,3,,,,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Germinating Wurm,{4}{G},5.0,Creature — Plant Wurm,"When this creature enters, you gain 2 life.
Warp {1}{G} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",G,G,common,EOE,Edge of Eternities,187,5,5,,,Warp,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Gev, Scaled Scorch",{B}{R},2.0,Legendary Creature — Lizard Mercenary,"Ward—Pay 2 life.
Other creatures you control enter with an additional +1/+1 counter on them for each opponent who lost life this turn.
Whenever you cast a Lizard spell, Gev deals 1 damage to target opponent.","B,R","B,R",rare,PBLB,Bloomburrow Promos,214p,3,2,,,Ward,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Geyser Drake,{2}{U},3.0,Creature — Drake,"Flying
During turns other than yours, spells you cast cost {1} less to cast.",U,U,common,OTJ,Outlaws of Thunder Junction,51,2,3,,,Flying,flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Geyser Leaper,{4}{U},5.0,Creature — Human Warrior Ally,"Flying
Waterbend {4}: Draw a card, then discard a card. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",U,U,common,TLA,Avatar: The Last Airbender,52,4,3,,,Flying;Waterbend,draw;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Ghalta, Primal Hunger",{10}{G}{G},12.0,Legendary Creature — Elder Dinosaur,"This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",G,G,rare,RIX,Rivals of Ixalan,130,12,12,,,Trample,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Ghalta, Stampede Tyrant",{5}{G}{G}{G},8.0,Legendary Creature — Elder Dinosaur,"Trample
When Ghalta enters, put any number of creature cards from your hand onto the battlefield.",G,G,mythic,LCI,The Lost Caverns of Ixalan,185,12,12,,,Trample,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Ghired, Mirror of the Wilds",{R}{G}{W},3.0,Legendary Creature — Human Shaman,"Haste
Nontoken creatures you control have ""{T}: Create a token that's a copy of target token you control that entered this turn.""","G,R,W","G,R,W",mythic,POTJ,Outlaws of Thunder Junction Promos,205s,3,3,,,Haste,haste;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Ghitu Lavarunner,{R},1.0,Creature — Human Wizard,"As long as there are two or more instant and/or sorcery cards in your graveyard, this creature gets +1/+0 and has haste. (It can attack and {T} as soon as it comes under your control.)",R,R,common,PLST,The List,DOM-127,1,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Ghostly Dancers,{3}{W}{W},5.0,Creature — Spirit,"Flying
When this creature enters, return an enchantment card from your graveyard to your hand or unlock a locked door of a Room you control.
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, create a 3/1 white Spirit creature token with flying.",W,W,rare,PDSK,Duskmourn: House of Horror Promos,13p,2,5,,,Flying;Eerie,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ghostly Keybearer,{3}{U},4.0,Creature — Spirit,"Flying
Whenever this creature deals combat damage to a player, unlock a locked door of up to one target Room you control.",U,U,uncommon,DSK,Duskmourn: House of Horror,61,3,3,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Giada, Font of Hope",{1}{W},2.0,Legendary Creature — Angel,"Flying, vigilance
Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.",W,W,rare,PWCS,Planeswalker Championship Promos,2023-2,2,2,,W,Flying;Vigilance,flying;pump;ramp;tribal;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Giant Beaver,{3}{G},4.0,Creature — Beaver Mount,"Vigilance
Whenever this creature attacks while saddled, put a +1/+1 counter on target creature that saddled it this turn.
Saddle 3 (Tap any number of other creatures you control with total power 3 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",G,G,common,OTJ,Outlaws of Thunder Junction,165,4,4,,,Saddle;Vigilance,pump;tribal;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Giant Cindermaw,{2}{R},3.0,Creature — Dinosaur Beast,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Players can't gain life.",R,R,uncommon,BRO,The Brothers' War,136,4,3,,,Trample,lifegain;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Giant Koi,{4}{U}{U},6.0,Creature — Fish,"Waterbend {3}: This creature can't be blocked this turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.)",U,U,common,TLA,Avatar: The Last Airbender,53,5,7,,,Islandcycling;Landcycling;Typecycling;Waterbend;Cycling,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Gigantoad,{3}{G},4.0,Creature — Frog,"As long as you control seven or more lands, this creature gets +2/+2.",G,G,common,FIN,Final Fantasy,187,4,4,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Gigantosaurus,{G}{G}{G}{G}{G},5.0,Creature — Dinosaur,,G,G,rare,PLST,The List,M19-185,10,10,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gigastorm Titan,{4}{U},5.0,Creature — Elemental,This spell costs {3} less to cast if you've cast another spell this turn.,U,U,uncommon,EOE,Edge of Eternities,57,4,4,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gila Courser,{2}{R},3.0,Creature — Lizard Mount,"Whenever this creature attacks while saddled, exile the top card of your library. Until the end of your next turn, you may play that card.
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",R,R,uncommon,OTJ,Outlaws of Thunder Junction,124,4,2,,,Saddle,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Gilded Ghoda,{1}{R},2.0,Creature — Horse Mount,"Whenever this creature attacks while saddled, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",R,R,common,DFT,Aetherdrift,130,2,2,,"B,G,R,U,W",Saddle;Treasure,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Gilgamesh, Master-at-Arms",{4}{R}{R},6.0,Legendary Creature — Human Samurai,"Whenever Gilgamesh enters or attacks, look at the top six cards of your library. You may put any number of Equipment cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order. When you put one or more Equipment onto the battlefield this way, you may attach one of them to a Samurai you control.",R,R,rare,FIN,Final Fantasy,139,6,6,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gingerbread Hunter // Puny Snack,{4}{G} // {2}{B},5.0,Creature — Giant // Instant — Adventure,,G,"B,G",uncommon,WOE,Wilds of Eldraine,227,5,5,,,Food,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Gingerbrute,{1},1.0,Artifact Creature — Food Golem,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{1}: This creature can't be blocked this turn except by creatures with haste.
{2}, {T}, Sacrifice this creature: You gain 3 life.",,,common,WOE,Wilds of Eldraine,246,1,1,,,Haste,haste;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Giott, King of the Dwarves",{R}{W},2.0,Legendary Creature — Dwarf Noble,"Double strike
Whenever Giott or another Dwarf you control enters and whenever an Equipment you control enters, you may discard a card. If you do, draw a card.","R,W","R,W",uncommon,FIN,Final Fantasy,223,1,1,,,Double strike,draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Gisa, the Hellraiser",{3}{B}{B},5.0,Legendary Creature — Human Warlock,"Ward—{2}, Pay 2 life.
Skeletons and Zombies you control get +1/+1 and have menace.
Whenever you commit a crime, create two tapped 2/2 blue and black Zombie Rogue creature tokens. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",B,B,mythic,POTJ,Outlaws of Thunder Junction Promos,89s,4,4,,,Ward,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Gishath, Sun's Avatar",{5}{R}{G}{W},8.0,Legendary Creature — Dinosaur Avatar,"Vigilance, trample, haste
Whenever Gishath deals combat damage to a player, reveal that many cards from the top of your library. Put any number of Dinosaur creature cards from among them onto the battlefield and the rest on the bottom of your library in a random order.","G,R,W","G,R,W",mythic,SLD,Secret Lair Drop,320,7,6,,,Vigilance;Haste;Trample,haste;mill;trample;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Glacier Godmaw,{5}{G}{G},7.0,Creature — Leviathan,"Trample
When this creature enters, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")
Landfall — Whenever a land you control enters, creatures you control get +1/+1 and gain vigilance and haste until end of turn.",G,G,uncommon,EOE,Edge of Eternities,188,6,6,,,Trample;Landfall,ramp;token;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gladiolus Amicitia,{4}{R}{G},6.0,Legendary Creature — Human Warrior,"When Gladiolus Amicitia enters, search your library for a land card, put it onto the battlefield tapped, then shuffle.
Landfall — Whenever a land you control enters, another target creature you control gets +2/+2 and gains trample until end of turn.","G,R","G,R",uncommon,FIN,Final Fantasy,224,6,6,,,Landfall,pump;ramp;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Glamer Gifter,{1}{U},2.0,Creature — Faerie Wizard,"Flash
Flying
When this creature enters, choose up to one other target creature. Until end of turn, that creature has base power and toughness 4/4 and gains all creature types.",U,U,uncommon,ECL,Lorwyn Eclipsed,49,1,2,,,Flying;Flash,flash;flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Glamermite,{2}{U},3.0,Creature — Faerie Rogue,"Flash
Flying
When this creature enters, choose one —
• Tap target creature.
• Untap target creature.",U,U,common,ECL,Lorwyn Eclipsed,50,2,2,,,Flying;Flash,flash;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Glarb, Calamity's Augur",{B}{G}{U},3.0,Legendary Creature — Frog Wizard Noble,"Deathtouch
You may look at the top card of your library any time.
You may play lands and cast spells with mana value 4 or greater from the top of your library.
{T}: Surveil 2.","B,G,U","B,G,U",mythic,PBLB,Bloomburrow Promos,215p,2,4,,,Surveil;Deathtouch,deathtouch;mill;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Gleaming Barrier,{2},2.0,Artifact Creature — Wall,"Defender
When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,common,FDN,Foundations,252,0,4,,"B,G,R,U,W",Treasure;Defender,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Gleaming Geardrake,{U}{R},2.0,Artifact Creature — Drake,"Flying
When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you sacrifice an artifact, put a +1/+1 counter on this creature.","R,U","R,U",uncommon,MKM,Murders at Karlov Manor,424,1,1,,,Flying;Investigate,draw;flying;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Glen Elendra Guardian,{2}{U},3.0,Creature — Faerie Wizard,"Flash
Flying
This creature enters with a -1/-1 counter on it.
{1}{U}, Remove a counter from this creature: Counter target noncreature spell. Its controller draws a card.",U,U,rare,ECL,Lorwyn Eclipsed,51,3,4,,,Flying;Flash,flash;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
