name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
"Ojer Kaslem, Deepest Growth // Temple of Cultivation",,5.0,Legendary Creature — God // Land,,,G,mythic,LCI,The Lost Caverns of Ixalan,204,,,,G,Transform;Trample,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Ojer Pakpatiq, Deepest Epoch // Temple of Cyclical Time",,4.0,Legendary Creature — God // Land,,,U,mythic,LCI,The Lost Caverns of Ixalan,315,,,,U,Flying;Transform,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Ojer Taq, Deepest Foundation // Temple of Civilization",,6.0,Legendary Creature — God // Land,,,W,mythic,LCI,The Lost Caverns of Ixalan,26,,,,W,Vigilance;Transform,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Old Flitterfang,{4}{B},5.0,Legendary Creature — Rat Faerie,"Flying
At the beginning of each end step, if a creature died this turn, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{2}{B}, Sacrifice another creature or artifact: Old Flitterfang gets +2/+2 until end of turn.",B,B,uncommon,WOE,Wilds of Eldraine,316,3,4,,,Flying;Food,flying;lifegain;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Old Hob, Alleycat Blues",{4}{R},5.0,Legendary Creature — Cat Mutant Rebel,"At the beginning of combat on your turn, create a 2/2 red Mutant creature token. It gains haste until end of turn. Destroy it at the beginning of the next end step.
{1}{W}: Target attacking creature token gains indestructible until end of turn.",R,"R,W",uncommon,TMT,Teenage Mutant Ninja Turtles,99,4,4,,,,protection;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Old-Growth Educator,{2}{B}{G},4.0,Creature — Treefolk Druid,"Vigilance, reach
Infusion — When this creature enters, put two +1/+1 counters on it if you gained life this turn.","B,G","B,G",uncommon,SOS,Secrets of Strixhaven,207,4,4,,,Infusion;Reach;Vigilance,lifegain;pump;reach;vigilance,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Oltec Archaeologists,{4}{W},5.0,Creature — Human Artificer Scout,"When this creature enters, choose one —
• Return target artifact card from your graveyard to your hand.
• Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom and the rest on top in any order.)",W,W,common,LCI,The Lost Caverns of Ixalan,27,4,4,,,Scry,bounce;scry,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Oltec Cloud Guard,{3}{W},4.0,Creature — Human Soldier,"Flying
When this creature enters, create a 1/1 colorless Gnome artifact creature token.",W,W,common,LCI,The Lost Caverns of Ixalan,28,3,2,,,Flying,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Oltec Matterweaver,{2}{W},3.0,Creature — Human Artificer,"Whenever you cast a creature spell, choose one —
• Create a 1/1 colorless Gnome artifact creature token.
• Create a token that's a copy of target artifact token you control.",W,W,mythic,BIG,The Big Score,68,2,4,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Omega, Heartless Evolution",{5}{G}{U},7.0,Legendary Artifact Creature — Robot,"Wave Cannon — When Omega enters, for each opponent, tap up to one target nonland permanent that opponent controls. Put X stun counters on each of those permanents and you gain X life, where X is the number of nonbasic lands you control. (If a permanent with a stun counter would become untapped, remove one from it instead.)","G,U","G,U",uncommon,FIN,Final Fantasy,347,8,8,,,Wave Cannon,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Omenport Vigilante,{1}{W},2.0,Creature — Human Mercenary,"This creature has double strike as long as you've committed a crime this turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",W,W,uncommon,OTJ,Outlaws of Thunder Junction,21,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Omni-Changeling,{3}{U}{U},5.0,Creature — Shapeshifter,"Changeling (This card is every creature type.)
Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
You may have this creature enter as a copy of any creature on the battlefield, except it has changeling.",U,U,uncommon,ECL,Lorwyn Eclipsed,62,0,0,,,Convoke;Changeling,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Omnivorous Flytrap,{2}{G},3.0,Creature — Plant,"Delirium — Whenever this creature enters or attacks, if there are four or more card types among cards in your graveyard, distribute two +1/+1 counters among one or two target creatures. Then if there are six or more card types among cards in your graveyard, double the number of +1/+1 counters on those creatures.",G,G,rare,DSK,Duskmourn: House of Horror,192,2,4,,,Delirium,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ooze Patrol,{3}{G},4.0,Creature — Ooze,"When this creature enters, mill two cards, then put a +1/+1 counter on this creature for each artifact and/or creature card in your graveyard. (To mill two cards, put the top two cards of your library into your graveyard.)",G,G,uncommon,DFT,Aetherdrift,172,2,2,,,Mill,mill;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Optimistic Scavenger,{W},1.0,Creature — Human Scout,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, put a +1/+1 counter on target creature.",W,W,uncommon,DSK,Duskmourn: House of Horror,21,1,1,,,Eerie,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Oreplate Pangolin,{1}{R},2.0,Artifact Creature — Robot Pangolin,"Whenever another artifact you control enters, you may pay {1}. If you do, put a +1/+1 counter on this creature.",R,R,common,EOE,Edge of Eternities,150,2,2,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Ornery Tumblewagg,{2}{G},3.0,Creature — Brushwagg Mount,"At the beginning of combat on your turn, put a +1/+1 counter on target creature.
Whenever this creature attacks while saddled, double the number of +1/+1 counters on target creature.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",G,G,rare,OTJ,Outlaws of Thunder Junction,171,2,2,,,Saddle,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Oroku Saki, Shredder Rising",{2}{B},3.0,Legendary Creature — Human Ninja,"Sneak {1}{B} (You may cast this spell for {1}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Whenever Oroku Saki deals combat damage to a player, you draw a card and lose 1 life.",B,B,common,TMT,Teenage Mutant Ninja Turtles,68,3,1,,,Sneak,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Orphans of the Wheat,{1}{W},2.0,Creature — Human,"Whenever this creature attacks, tap any number of untapped creatures you control. This creature gets +1/+1 until end of turn for each creature tapped this way.",W,W,uncommon,DSK,Duskmourn: House of Horror,22,2,1,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Orysa, Tide Choreographer",{4}{U},5.0,Legendary Creature — Merfolk Bard,"This spell costs {3} less to cast if creatures you control have total toughness 10 or greater.
When Orysa enters, draw two cards.",U,U,uncommon,SOS,Secrets of Strixhaven,62,2,2,,,,draw;tribal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Oscorp Research Team,{3}{U},4.0,Creature — Human Scientist,{6}{U}: Draw two cards.,U,U,common,OM1,Through the Omenpaths,40,1,5,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Osseous Sticktwister,{1}{B},2.0,Artifact Creature — Scarecrow,"Lifelink
Delirium — At the beginning of your end step, if there are four or more card types among cards in your graveyard, each opponent may sacrifice a nonland permanent of their choice or discard a card. Then this creature deals damage equal to its power to each opponent who didn't sacrifice a permanent or discard a card this way.",B,B,uncommon,DSK,Duskmourn: House of Horror,112,2,2,,,Delirium;Lifelink,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Osteomancer Adept,{1}{B},2.0,Creature — Squirrel Warlock,"Deathtouch
{T}: Until end of turn, you may cast creature spells from your graveyard by foraging in addition to paying their other costs. If you cast a spell this way, that creature enters with a finality counter on it. (To forage, exile three cards from your graveyard or sacrifice a Food. If a creature with a finality counter on it would die, exile it instead.)",B,B,rare,PBLB,Bloomburrow Promos,103p,2,2,,,Deathtouch,deathtouch;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ostrich-Horse,{2}{G},3.0,Creature — Bird Horse,"When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)",G,G,common,TLA,Avatar: The Last Airbender,188,3,1,,,Mill,mill;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Oteclan Landmark // Oteclan Levitator,,1.0,Artifact // Artifact Creature — Golem,,,W,common,LCI,The Lost Caverns of Ixalan,29,,,,,Scry;Flying;Craft;Transform,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Otter-Penguin,{1}{U},2.0,Creature — Otter Bird,"Whenever you draw your second card each turn, this creature gets +1/+2 until end of turn and can't be blocked this turn.",U,U,common,TLA,Avatar: The Last Airbender,67,2,1,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Ouroboroid,{2}{G}{G},4.0,Creature — Plant Wurm,"At the beginning of combat on your turn, put X +1/+1 counters on each creature you control, where X is this creature's power.",G,G,mythic,EOE,Edge of Eternities,201,1,3,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Outcaster Greenblade,{2}{G},3.0,Creature — Human Mercenary,"When this creature enters, search your library for a basic land card or a Desert card, reveal it, put it into your hand, then shuffle.
This creature gets +1/+1 for each Desert you control.",G,G,uncommon,OTJ,Outlaws of Thunder Junction,172,1,2,,,,pump;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Outcaster Trailblazer,{2}{G},3.0,Creature — Human Druid,"When this creature enters, add one mana of any color.
Whenever another creature you control with power 4 or greater enters, draw a card.
Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",G,G,rare,POTJ,Outlaws of Thunder Junction Promos,173p,4,2,,"B,G,R,U,W",Plot,draw;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Outlaw Medic,{1}{W},2.0,Creature — Human Rogue,"Lifelink
When this creature dies, draw a card.",W,W,common,OTJ,Outlaws of Thunder Junction,23,1,3,,,Lifelink,draw;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Outlaw Stitcher,{3}{U},4.0,Creature — Human Warlock,"When this creature enters, create a 2/2 blue and black Zombie Rogue creature token, then put two +1/+1 counters on that token for each spell you've cast this turn other than the first.
Plot {4}{U} (You may pay {4}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",U,U,uncommon,OTJ,Outlaws of Thunder Junction,59,1,4,,,Plot,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Overgrown Zealot,{1}{G},2.0,Creature — Elf Druid,"{T}: Add one mana of any color.
{T}: Add two mana of any one color. Spend this mana only to turn permanents face up.",G,G,uncommon,DSK,Duskmourn: House of Horror,193,0,4,,"B,G,R,U,W",,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Overlord of the Balemurk,{3}{B}{B},5.0,Enchantment Creature — Avatar Horror,"Impending 5—{1}{B} (If you cast this spell for its impending cost, it enters with five time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever this permanent enters or attacks, mill four cards, then you may return a non-Avatar creature card or a planeswalker card from your graveyard to your hand.",B,B,mythic,DSK,Duskmourn: House of Horror,391,5,5,,,Impending;Mill,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Overlord of the Boilerbilges,{4}{R}{R},6.0,Enchantment Creature — Avatar Horror,"Impending 4—{2}{R}{R} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever this permanent enters or attacks, it deals 4 damage to any target.",R,R,mythic,DSK,Duskmourn: House of Horror,403,5,5,,,Impending,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Overlord of the Floodpits,{3}{U}{U},5.0,Enchantment Creature — Avatar Horror,"Impending 4—{1}{U}{U} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Flying
Whenever this permanent enters or attacks, draw two cards, then discard a card.",U,U,mythic,DSK,Duskmourn: House of Horror,389,5,3,,,Flying;Impending,draw;flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Overlord of the Hauntwoods,{3}{G}{G},5.0,Enchantment Creature — Avatar Horror,"Impending 4—{1}{G}{G} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever this permanent enters or attacks, create a tapped colorless land token named Everywhere that is every basic land type.",G,G,mythic,DSK,Duskmourn: House of Horror,194,6,5,,,Impending,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Overlord of the Mistmoors,{5}{W}{W},7.0,Enchantment Creature — Avatar Horror,"Impending 4—{2}{W}{W} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever this permanent enters or attacks, create two 2/1 white Insect creature tokens with flying.",W,W,mythic,DSK,Duskmourn: House of Horror,387,6,6,,,Impending,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Overzealous Muscle,{4}{B},5.0,Creature — Ogre Mercenary,"Whenever you commit a crime during your turn, this creature gains indestructible until end of turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime. Damage and effects that say ""destroy"" don't destroy a creature with indestructible.)",B,B,common,OTJ,Outlaws of Thunder Junction,97,5,4,,,,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Ovika, Enigma Goliath",{5}{U}{R},7.0,Legendary Creature — Phyrexian Nightmare,"Flying
Ward—{3}, Pay 3 life.
Whenever you cast a noncreature spell, create X 1/1 red Phyrexian Goblin creature tokens, where X is the mana value of that spell. They gain haste until end of turn.","R,U","R,U",rare,PONE,Phyrexia: All Will Be One Promos,213p,6,6,,,Flying;Ward,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Oviya, Automech Artisan",{3}{G},4.0,Legendary Creature — Human Artificer,"Each creature that's attacking one of your opponents has trample.
{G}, {T}: You may put a creature or Vehicle card from your hand onto the battlefield. If you put an artifact onto the battlefield this way, put two +1/+1 counters on it.",G,G,rare,PDFT,Aetherdrift Promos,173s,1,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Owlin Historian,{2}{W},3.0,Creature — Bird Cleric,"Flying
When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Whenever one or more cards leave your graveyard, this creature gets +1/+1 until end of turn.",W,W,common,SOS,Secrets of Strixhaven,24,2,3,,,Flying;Surveil,flying;pump;surveil,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Ozai, the Phoenix King",{2}{B}{B}{R}{R},6.0,Legendary Creature — Human Noble,"Trample, firebending 4, haste
If you would lose unspent mana, that mana becomes red instead.
Ozai has flying and indestructible as long as you have six or more unspent mana.","B,R","B,R",mythic,TLA,Avatar: The Last Airbender,311,7,7,,,Haste;Trample;Firebending,haste;protection;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
