name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Railway Brawler,{3}{G}{G},5.0,Creature — Rhino Warrior,"Reach, trample
Whenever another creature you control enters, put X +1/+1 counters on it, where X is its power.
Plot {3}{G} (You may pay {3}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",G,G,mythic,POTJ,Outlaws of Thunder Junction Promos,175s,5,5,,,Reach;Plot;Trample,pump;reach;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Rainveil Rejuvenator,{3}{G},4.0,Creature — Elephant Druid,"When this creature enters, you may mill three cards. (You may put the top three cards of your library into your graveyard.)
{T}: Add an amount of {G} equal to this creature's power.",G,G,uncommon,TDM,Tarkir: Dragonstorm,152,2,4,,G,Mill,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Rakdos, Patron of Chaos",{4}{B}{R},6.0,Legendary Creature — Demon,"Flying, trample
At the beginning of your end step, target opponent may sacrifice two nonland, nontoken permanents of their choice. If they don't, you draw two cards.","B,R","B,R",mythic,MKM,Murders at Karlov Manor,320z,6,6,,,Flying;Trample,draw;flying;token;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Rakdos, the Muscle",{2}{B}{B}{R},5.0,Legendary Creature — Demon Mercenary,"Flying, trample
Whenever you sacrifice another creature, exile cards equal to its mana value from the top of target player's library. Until your next end step, you may play those cards, and mana of any type can be spent to cast those spells.
Sacrifice another creature: Rakdos gains indestructible until end of turn. Tap it. Activate only once each turn.","B,R","B,R",mythic,POTJ,Outlaws of Thunder Junction Promos,226s,6,5,,,Flying;Trample,flying;mill;protection;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Rakish Scoundrel,{2}{B}{G},4.0,Creature — Elf Rogue,"Deathtouch
When this creature enters or is turned face up, target creature gains indestructible until end of turn.
Disguise {4}{B/G}{B/G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","B,G","B,G",common,MKM,Murders at Karlov Manor,225,3,3,,,Disguise;Deathtouch,deathtouch;protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Rambling Possum,{2}{G},3.0,Creature — Possum Mount,"Whenever this creature attacks while saddled, it gets +1/+2 until end of turn. Then you may return any number of creatures that saddled it this turn to their owner's hand.
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",G,G,uncommon,OTJ,Outlaws of Thunder Junction,176,3,3,,,Saddle,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Ramos, Dragon Engine",{6},6.0,Legendary Artifact Creature — Dragon,"Flying
Whenever you cast a spell, put a +1/+1 counter on Ramos for each of that spell's colors.
Remove five +1/+1 counters from Ramos: Add {W}{W}{U}{U}{B}{B}{R}{R}{G}{G}. Activate only once each turn.",,"B,G,R,U,W",mythic,C17,Commander 2017,55,4,4,,"B,G,R,U,W",Flying,flying;pump;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Rampaging Baloths,{4}{G}{G},6.0,Creature — Beast,"Trample
Landfall — Whenever a land you control enters, create a 4/4 green Beast creature token.",G,G,mythic,C14,Commander 2014,212,6,6,,,Trample;Landfall,token;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Rampaging Ceratops,{4}{R},5.0,Creature — Dinosaur,This creature can't be blocked except by three or more creatures.,R,R,uncommon,LCI,The Lost Caverns of Ixalan,322,5,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Rampaging Soulrager,{2}{R},3.0,Creature — Spirit,This creature gets +3/+0 as long as there are two or more unlocked doors among Rooms you control.,R,R,common,DSK,Duskmourn: House of Horror,151,1,4,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Rampaging Spiketail,{4}{B}{B},6.0,Creature — Dinosaur,"When this creature enters, target creature you control gets +2/+0 and gains indestructible until end of turn.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",B,B,common,LCI,The Lost Caverns of Ixalan,116,5,6,,,Landcycling;Typecycling;Cycling;Swampcycling,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Ran and Shaw,{3}{R}{R},5.0,Legendary Creature — Dragon,"Flying, firebending 2
When Ran and Shaw enter, if you cast them and there are three or more Dragon and/or Lesson cards in your graveyard, create a token that's a copy of Ran and Shaw, except it's not legendary.
{3}{R}: Dragons you control get +2/+0 until end of turn.",R,R,rare,TLA,Avatar: The Last Airbender,150,4,4,,,Flying;Firebending,flying;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Rancorous Archaic,{5},5.0,Creature — Avatar,"Trample, reach
Converge — This creature enters with a +1/+1 counter on it for each color of mana spent to cast it.",,,common,SOS,Secrets of Strixhaven,2,2,2,,,Reach;Converge;Trample,pump;reach;trample,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Rapacious Dragon,{4}{R},5.0,Creature — Dragon,"Flying
When this creature enters, create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")",R,R,uncommon,TDC,Tarkir: Dragonstorm Commander,229,3,3,,"B,G,R,U,W",Flying;Treasure,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Raph & Leo, Sibling Rivals",{1}{R/W}{R/W},3.0,Legendary Creature — Mutant Ninja Turtle,"Whenever Raph & Leo attack, if it's the first combat phase of the turn, untap one or two target attacking creatures. After this phase, there is an additional combat phase.","R,W","R,W",rare,TMT,Teenage Mutant Ninja Turtles,249,2,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Raph & Mikey, Troublemakers",{5}{R/G}{R/G},7.0,Legendary Creature — Mutant Ninja Turtle,"Trample, haste
Whenever Raph & Mikey attack, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield tapped and attacking and the rest on the bottom of your library in a random order.","G,R","G,R",rare,TMT,Teenage Mutant Ninja Turtles,250,7,7,,,Haste;Trample,haste;mill;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Raphael, Most Attitude",{3}{R},4.0,Legendary Creature — Mutant Ninja Turtle,"Menace (This creature can't be blocked except by two or more creatures.)
Alliance — Whenever another creature you control enters, you may exile the top card of your library.
Whenever Raphael attacks, until end of turn, you may play a card exiled with Raphael.",R,R,uncommon,TMT,Teenage Mutant Ninja Turtles,199,4,3,,,Alliance;Menace,menace;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Raphael, Ninja Destroyer",{2}{R}{R},4.0,Legendary Creature — Mutant Ninja Turtle,"Raphael must be blocked if able.
Enrage — Whenever Raphael is dealt damage, add that much {R}. Until end of turn, you don't lose this mana as steps and phases end.",R,R,mythic,TMT,Teenage Mutant Ninja Turtles,218,4,4,,R,Enrage,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Raphael, the Nightwatcher",{2}{R}{R},4.0,Legendary Creature — Mutant Ninja Turtle,"Sneak {1}{R}{R} (You may cast this spell for {1}{R}{R} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.)
Attacking creatures you control have double strike.",R,R,rare,TMT,Teenage Mutant Ninja Turtles,103,2,3,,,Sneak,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Raphael, Tough Turtle",{1}{R},2.0,Legendary Creature — Mutant Ninja Turtle,"Alliance — Whenever another creature you control enters, Raphael deals 1 damage to target opponent.",R,R,common,TMT,Teenage Mutant Ninja Turtles,104,1,3,,,Alliance,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Rat King, Verminister",{1}{B},2.0,Legendary Creature — Rat Avatar,"Disappear — At the beginning of your end step, if a permanent left the battlefield under your control this turn, create a 1/1 black Rat creature token and put a +1/+1 counter on Rat King.
{T}, Sacrifice three Rats: Return target creature card and all other cards with the same name as that card from your graveyard to the battlefield tapped.",B,B,rare,TMT,Teenage Mutant Ninja Turtles,71,1,1,,,Disappear,bounce;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ratcatcher Trainee // Pest Problem,{1}{R} // {2}{R},2.0,Creature — Human Peasant // Instant — Adventure,,R,R,common,WOE,Wilds of Eldraine,144,2,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Rattleback Apothecary,{2}{B},3.0,Creature — Gorgon Warlock,"Deathtouch
Whenever you commit a crime, target creature you control gains your choice of menace or lifelink until end of turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",B,B,uncommon,OTJ,Outlaws of Thunder Junction,100,3,2,,,Deathtouch,deathtouch;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Raubahn, Bull of Ala Mhigo",{1}{R},2.0,Legendary Creature — Human Warrior,"Ward—Pay life equal to Raubahn's power.
Whenever Raubahn attacks, attach up to one target Equipment you control to target attacking creature.",R,R,rare,PFIN,Final Fantasy Promos,151s,2,2,,,Ward,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Raucous Audience,{1}{G},2.0,Creature — Human Citizen,"{T}: Add {G}. If you control a creature with power 4 or greater, add {G}{G} instead.",G,G,common,TLA,Avatar: The Last Airbender,190,2,1,,G,,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Raucous Entertainer,{1}{G},2.0,Creature — Plant Bard,"{1}, {T}: Put a +1/+1 counter on each creature you control that entered this turn.",G,G,uncommon,OTJ,Outlaws of Thunder Junction,177,2,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Raven Eagle,{2}{B},3.0,Creature — Bird Assassin,"Flying
Whenever this creature enters or attacks, exile up to one target card from a graveyard. If a creature card is exiled this way, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you draw your second card each turn, each opponent loses 1 life and you gain 1 life.",B,B,rare,PTLA,Avatar: The Last Airbender Promos,116s,2,3,,,Flying,draw;flying;lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Raven of Fell Omens,{1}{B},2.0,Creature — Bird,"Flying
Whenever you commit a crime, each opponent loses 1 life and you gain 1 life. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",B,B,common,OTJ,Outlaws of Thunder Junction,101,1,2,,,Flying,flying;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Ravenous Giant,{2}{R}{R},4.0,Creature — Giant,"At the beginning of your upkeep, this creature deals 1 damage to you.",R,R,uncommon,FDN,Foundations,630,5,5,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ravenous Robots,{1}{R},2.0,Artifact Creature — Robot,"Whenever you cast an artifact spell, create a 1/1 colorless Robot artifact creature token.
{R}, {T}: Creature tokens you control gain haste until end of turn.",R,R,rare,TMT,Teenage Mutant Ninja Turtles,106,2,1,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ravine Raider,{B},1.0,Creature — Lizard Rogue,"Menace (This creature can't be blocked except by two or more creatures.)
{1}{B}: This creature gets +1/+1 until end of turn.",B,B,common,BLB,Bloomburrow,106,1,1,,,Menace,menace;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Ray Fillet, Man Ray",{3}{U},4.0,Legendary Creature — Fish Mutant,"Flying
When Ray Fillet enters, create a Mutagen token. (It's an artifact with ""{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery."")
{2}, Remove a +1/+1 counter from a creature you control: Draw a card.",U,U,uncommon,TMT,Teenage Mutant Ninja Turtles,49,3,3,,,Flying,draw;flying;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Rayblade Trooper,{2}{W},3.0,Creature — Human Soldier,"When this creature enters, put a +1/+1 counter on target creature you control.
Whenever a nontoken creature you control with a +1/+1 counter on it dies, create a 1/1 white Human Soldier creature token.
Warp {1}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",W,W,uncommon,EOE,Edge of Eternities,30,2,2,,,Warp,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Razorkin Hordecaller,{4}{R},5.0,Creature — Human Clown Berserker,"Haste
Whenever you attack, create a 1/1 red Gremlin creature token.",R,R,uncommon,DSK,Duskmourn: House of Horror,152,4,4,,,Haste,haste;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Razorkin Needlehead,{R}{R},2.0,Creature — Human Assassin,"This creature has first strike during your turn.
Whenever an opponent draws a card, this creature deals 1 damage to them.",R,R,rare,DSK,Duskmourn: House of Horror,347,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Razzle-Dazzler,{1}{U},2.0,Creature — Human Wizard,"Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. It can't be blocked this turn.",U,U,common,OTJ,Outlaws of Thunder Junction,63,1,2,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Realm-Scorcher Hellkite,{4}{R}{R},6.0,Creature — Dragon,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Flying, haste
When this creature enters, if it was bargained, add four mana in any combination of colors.
{1}{R}: This creature deals 1 damage to any target.",R,R,mythic,WOE,Wilds of Eldraine,145,4,6,,"B,G,R,U,W",Flying;Haste;Bargain,flying;haste;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Reaping Willow,{1}{W/B}{W/B}{W/B},4.0,Creature — Treefolk Cleric,"Lifelink
This creature enters with two -1/-1 counters on it.
{1}{W/B}, Remove two counters from this creature: Return target creature card with mana value 3 or less from your graveyard to the battlefield. Activate only as a sorcery.","B,W","B,W",uncommon,ECL,Lorwyn Eclipsed,240,3,6,,,Lifelink,bounce;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Rearing Embermare,{4}{R},5.0,Creature — Horse Beast,"Reach, haste",R,R,common,SOS,Secrets of Strixhaven,127,4,5,,,Reach;Haste,haste;reach,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Reassembling Skeleton,{1}{B},2.0,Creature — Skeleton Warrior,{1}{B}: Return this card from your graveyard to the battlefield tapped.,B,B,uncommon,CMM,Commander Masters,183,1,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Rebellious Captives,{1}{G},2.0,Creature — Human Peasant Ally,"Exhaust — {6}: Put two +1/+1 counters on this creature, then earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped. Activate each exhaust ability only once.)",G,G,common,TLA,Avatar: The Last Airbender,191,2,2,,,Exhaust;Earthbend,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Reckless Detective,{1}{R},2.0,Creature — Devil Detective,"Whenever this creature attacks, you may sacrifice an artifact or discard a card. If you do, draw a card and this creature gets +2/+0 until end of turn.",R,R,uncommon,MKM,Murders at Karlov Manor,141,0,3,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Reckless Lackey,{R},1.0,Creature — Goblin Pirate,"First strike, haste
{2}{R}, Sacrifice this creature: Draw a card and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",R,R,common,OTJ,Outlaws of Thunder Junction,140,1,2,,"B,G,R,U,W",First strike;Treasure;Haste,draw;haste;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Reckless Velocitaur,{3}{R},4.0,Creature — Minotaur Pilot,"Whenever this creature saddles a Mount or crews a Vehicle during your main phase, that Mount or Vehicle gets +2/+0 and gains trample until end of turn.",R,R,uncommon,DFT,Aetherdrift,144,3,3,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Reclamation Sage,{2}{G},3.0,Creature — Elf Shaman,"When this creature enters, you may destroy target artifact or enchantment.",G,G,uncommon,C18,Commander 2018,159,2,1,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Red Herring,{1}{R},2.0,Artifact Creature — Clue Fish,"Haste
This creature attacks each combat if able.
{2}, Sacrifice this creature: Draw a card.",R,R,common,MKM,Murders at Karlov Manor,142,2,2,,,Haste,draw;haste,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Red Tiger Mechan,{3}{R},4.0,Artifact Creature — Robot Cat,"Haste
Warp {1}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",R,R,common,EOE,Edge of Eternities,154,3,3,,,Haste;Warp,haste,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Redcap Gutter-Dweller,{2}{R}{R},4.0,Creature — Goblin Warrior,"Menace
When this creature enters, create two 1/1 black Rat creature tokens with ""This token can't block.""
At the beginning of your upkeep, you may sacrifice another creature. If you do, put a +1/+1 counter on this creature and exile the top card of your library. You may play that card this turn.",R,R,rare,WOE,Wilds of Eldraine,351,3,3,,,Menace,menace;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Redcap Thief,{2}{R},3.0,Creature — Goblin Rogue,"When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",R,R,common,WOE,Wilds of Eldraine,147,2,3,,"B,G,R,U,W",Treasure,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Redrock Sentinel,{3},3.0,Artifact Creature — Golem,"Defender
{2}, {T}, Sacrifice a land: Draw a card and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,uncommon,OTJ,Outlaws of Thunder Junction,247,2,4,,"B,G,R,U,W",Treasure;Defender,draw;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Redshift, Rocketeer Chief",{R}{G},2.0,Legendary Creature — Goblin Pilot,"Vigilance
{T}: Add X mana of any one color, where X is Redshift's power. Spend this mana only to activate abilities.
Exhaust — {10}{R}{G}: Put any number of permanent cards from your hand onto the battlefield. (Activate each exhaust ability only once.)","G,R","G,R",rare,DFT,Aetherdrift,218,2,3,,"B,G,R,U,W",Vigilance;Exhaust,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Redtooth Genealogist,{2}{G},3.0,Creature — Elf Advisor,"When this creature enters, create a Royal Role token attached to another target creature you control. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ward {1}.)",G,G,common,WOE,Wilds of Eldraine,179,2,3,,,Role token,protection;pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Redtooth Vanguard,{1}{G},2.0,Creature — Elf Warrior,"Trample
Whenever an enchantment you control enters, you may pay {2}. If you do, return this card from your graveyard to your hand.",G,G,uncommon,WOE,Wilds of Eldraine,180,3,1,,,Trample,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Regal Bunnicorn,{1}{W},2.0,Creature — Rabbit Unicorn,Regal Bunnicorn's power and toughness are each equal to the number of nonland permanents you control.,W,W,rare,WOE,Wilds of Eldraine,25,*,*,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
