name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Earthshaker Dreadmaw,{4}{G}{G},6.0,Creature — Dinosaur,"Trample
When this creature enters, draw a card for each other Dinosaur you control.",G,G,uncommon,LCI,The Lost Caverns of Ixalan,325,6,6,,,Trample,draw;trample;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
East Wind Avatar,{3}{W},4.0,Creature — Bird Spirit Avatar,"Flying, vigilance
Alliance — Whenever another creature you control enters, this creature gets +1/+0 until end of turn.",W,W,common,TMT,Teenage Mutant Ninja Turtles,5,2,4,,,Flying;Vigilance;Alliance,flying;pump;tribal;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Echo of Dusk,{1}{B},2.0,Creature — Vampire Spirit,"Descend 4 — As long as there are four or more permanent cards in your graveyard, this creature gets +1/+1 and has lifelink.",B,B,common,LCI,The Lost Caverns of Ixalan,104,2,2,,,Descend,lifegain;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Eclipsed Boggart,{B/R}{B/R}{B/R},3.0,Creature — Goblin Scout,"When this creature enters, look at the top four cards of your library. You may reveal a Goblin, Swamp, or Mountain card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","B,R","B,R",uncommon,ECL,Lorwyn Eclipsed,217,2,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Eclipsed Elf,{B/G}{B/G}{B/G},3.0,Creature — Elf Scout,"When this creature enters, look at the top four cards of your library. You may reveal an Elf, Swamp, or Forest card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","B,G","B,G",uncommon,ECL,Lorwyn Eclipsed,336,3,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Eclipsed Flamekin,{1}{U/R}{U/R},3.0,Creature — Elemental Scout,"When this creature enters, look at the top four cards of your library. You may reveal an Elemental, Island, or Mountain card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","R,U","R,U",uncommon,ECL,Lorwyn Eclipsed,337,1,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Eclipsed Kithkin,{G/W}{G/W},2.0,Creature — Kithkin Scout,"When this creature enters, look at the top four cards of your library. You may reveal a Kithkin, Forest, or Plains card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","G,W","G,W",uncommon,ECL,Lorwyn Eclipsed,220,2,1,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Eclipsed Merrow,{W/U}{W/U}{W/U},3.0,Creature — Merfolk Scout,"When this creature enters, look at the top four cards of your library. You may reveal a Merfolk, Plains, or Island card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","U,W","U,W",uncommon,ECL,Lorwyn Eclipsed,221,2,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Eddie Brock // Venom, Lethal Protector",,3.0,Legendary Creature — Human Hero Villain // Legendary Creature — Symbiote Hero Villain,,,"B,G,R",mythic,SPM,Marvel's Spider-Man,224,,,,,Transform;Haste;Trample;Menace,haste;menace;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Eddymurk Crab,{5}{U}{U},7.0,Creature — Elemental Crab,"Flash
This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
This creature enters tapped if it's not your turn.
When this creature enters, tap up to two target creatures.",U,U,uncommon,BLB,Bloomburrow,48,5,5,,,Flash,flash,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Edgar, King of Figaro",{4}{U}{U},6.0,Legendary Creature — Human Artificer Noble,"When Edgar enters, draw a card for each artifact you control.
Two-Headed Coin — The first time you flip one or more coins each turn, those coins come up heads and you win those flips.",U,U,rare,PFIN,Final Fantasy Promos,51s,4,5,,,Two-Headed Coin,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Edge Rover,{G},1.0,Artifact Creature — Robot Scout,"Reach
When this creature dies, each player creates a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",G,G,uncommon,EOE,Edge of Eternities,179,2,2,,,Reach,ramp;reach;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Edgewall Pack,{3}{R},4.0,Creature — Dog,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, create a 1/1 black Rat creature token with ""This token can't block.""",R,R,common,WOE,Wilds of Eldraine,126,3,3,,,Menace,menace;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Effortless Master,{2}{U}{R},4.0,Creature — Orc Monk,"Vigilance
Menace (This creature can't be blocked except by two or more creatures.)
This creature enters with two +1/+1 counters on it if you've cast two or more spells this turn.","R,U","R,U",uncommon,TDM,Tarkir: Dragonstorm,181,4,3,,,Vigilance;Menace,menace;pump;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Eirdu, Carrier of Dawn // Isilu, Carrier of Twilight",,5.0,Legendary Creature — Elemental God // Legendary Creature — Elemental God,,,"B,W",mythic,ECL,Lorwyn Eclipsed,13,,,,,Flying;Lifelink;Transform,flying;lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elder Auntie,{2}{R},3.0,Creature — Goblin Warlock,"When this creature enters, create a 1/1 black and red Goblin creature token.",R,R,common,ECL,Lorwyn Eclipsed,133,2,2,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Electro, Assaulting Battery",{1}{R}{R},3.0,Legendary Creature — Human Villain,"Flying
You don't lose unspent red mana as steps and phases end.
Whenever you cast an instant or sorcery spell, add {R}.
When Electro leaves the battlefield, you may pay {X}. When you do, he deals X damage to target player.",R,R,rare,PSPM,Marvel's Spider-Man Promos,76s,2,3,,R,Flying,flying;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elegy Acolyte,{2}{B}{B},4.0,Creature — Human Cleric,"Lifelink
Whenever one or more creatures you control deal combat damage to a player, you draw a card and lose 1 life.
Void — At the beginning of your end step, if a nonland permanent left the battlefield this turn or a spell was warped this turn, create a 2/2 colorless Robot artifact creature token.",B,B,rare,PEOE,Edge of Eternities Promos,97s,4,4,,,Lifelink;Void,draw;lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elemental Mascot,{1}{U}{R},3.0,Creature — Elemental Bird,"Flying, vigilance
Opus — Whenever you cast an instant or sorcery spell, this creature gets +1/+0 until end of turn. If five or more mana was spent to cast that spell, exile the top card of your library. You may play that card until the end of your next turn.","R,U","R,U",common,SOS,Secrets of Strixhaven,185,1,4,,,Flying;Vigilance;Opus,flying;pump;vigilance,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elementalist Adept,{1}{U},2.0,Creature — Human Wizard,"Flash (You may cast this spell any time you could cast an instant.)
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",U,U,common,FDN,Foundations,36,2,1,,,Prowess;Flash,flash;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Elenda, Saint of Dusk",{2}{W}{B},4.0,Legendary Creature — Vampire Knight,"Lifelink, hexproof from instants
As long as your life total is greater than your starting life total, Elenda gets +1/+1 and has menace. Elenda gets an additional +5/+5 as long as your life total is at least 10 greater than your starting life total.","B,W","B,W",rare,FDN,Foundations,346,4,4,,,Lifelink;Hexproof from;Hexproof,lifegain;protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elfsworn Giant,{3}{G}{G},5.0,Creature — Giant,"Reach (This creature can block creatures with flying.)
Landfall — Whenever a land you control enters, create a 1/1 green Elf Warrior creature token.",G,G,common,FDN,Foundations,103,5,3,,,Reach;Landfall,reach;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Elite Interceptor // Rejoinder,{W} // {1}{W},1.0,Creature — Human Wizard // Sorcery,,W,W,common,SOS,Secrets of Strixhaven,12,1,2,,,Prepared,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Eluge, the Shoreless Sea",{1}{U}{U}{U},4.0,Legendary Creature — Elemental Fish,"Eluge's power and toughness are each equal to the number of Islands you control.
Whenever Eluge enters or attacks, put a flood counter on target land. It's an Island in addition to its other types for as long as it has a flood counter on it.
The first instant or sorcery spell you cast each turn costs {U} (or {1}) less to cast for each land you control with a flood counter on it.",U,U,mythic,BLB,Bloomburrow,49,*,*,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elusive Otter // Grove's Bounty,{U} // {X}{G},1.0,Creature — Otter // Sorcery — Adventure,,U,"G,U",rare,PWOE,Wilds of Eldraine Promos,225p,1,1,,,Prowess,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Elvish Archdruid,{1}{G}{G},3.0,Creature — Elf Druid,"Other Elf creatures you control get +1/+1.
{T}: Add {G} for each Elf you control.",G,G,rare,DDU,Duel Decks: Elves vs. Inventors,5,2,2,,G,,ramp;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Elvish Archivist,{1}{G},2.0,Creature — Elf Artificer,"Whenever one or more artifacts you control enter, put two +1/+1 counters on this creature. This ability triggers only once each turn.
Whenever one or more enchantments you control enter, draw a card. This ability triggers only once each turn.",G,G,rare,WOE,Wilds of Eldraine,168,0,1,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Elvish Refueler,{2}{G},3.0,Creature — Elf Druid,"During your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated.
Exhaust — {1}{G}: Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)",G,G,uncommon,DFT,Aetherdrift,161,2,3,,,Exhaust,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Elvish Regrower,{2}{G}{G},4.0,Creature — Elf Druid,"When this creature enters, return target permanent card from your graveyard to your hand.",G,G,uncommon,FDN,Foundations,104,4,3,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Embalmed Ascendant,{1}{W}{B},3.0,Creature — Zombie,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this creature enters, create a 2/2 black Zombie creature token.
Max speed — Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.","B,W","B,W",uncommon,DFT,Aetherdrift,201,1,2,,,Max speed;Start your engines!,lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Embereth Veteran,{R},1.0,Creature — Human Knight,"{1}, Sacrifice this creature: Create a Young Hero Role token attached to another target creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature has ""Whenever this creature attacks, if its toughness is 3 or less, put a +1/+1 counter on it."")",R,R,uncommon,WOE,Wilds of Eldraine,127,2,1,,,Role token,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Emberheart Challenger,{1}{R},2.0,Creature — Mouse Warrior,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, exile the top card of your library. Until end of turn, you may play that card.",R,R,rare,BLB,Bloomburrow,133,2,2,,,Prowess;Valiant;Haste,haste;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Embermouth Sentinel,{2},2.0,Artifact Creature — Chimera,"When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top. If you control a Dragon, put that card onto the battlefield tapped instead.",,,common,TDM,Tarkir: Dragonstorm,242,2,1,,,,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Emeritus of Abundance // Regrowth,{2}{G} // {1}{G},3.0,Creature — Elf Druid // Sorcery,,G,G,mythic,SOS,Secrets of Strixhaven,339,3,4,,,Vigilance;Prepared,vigilance,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Emeritus of Conflict // Lightning Bolt,{1}{R} // {R},2.0,Creature — Human Wizard // Instant,,R,R,mythic,SOS,Secrets of Strixhaven,332,2,2,,,First strike;Prepared,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Emeritus of Ideation // Ancestral Recall,{3}{U}{U} // {U},5.0,Creature — Human Wizard // Instant,,U,U,mythic,SOS,Secrets of Strixhaven,45,5,5,,,Flying;Prepared;Ward,flying,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Emeritus of Truce // Swords to Plowshares,{1}{W}{W} // {W},3.0,Creature — Cat Cleric // Instant,,W,W,mythic,SOS,Secrets of Strixhaven,13,3,3,,,Prepared,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Emeritus of Woe // Demonic Tutor,{3}{B} // {1}{B},4.0,Creature — Vampire Warlock // Sorcery,,B,B,mythic,SOS,Secrets of Strixhaven,324,5,4,,,Prepared,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Emet-Selch, Unsundered // Hades, Sorcerer of Eld",,3.0,Legendary Creature — Elder Wizard // Legendary Creature — Avatar,,,"B,U",mythic,FIN,Final Fantasy,483,,,,,Vigilance;Echo of the Lost;Transform,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Emil, Vastlands Roamer",{2}{G},3.0,Legendary Creature — Elf Druid,"Creatures you control with +1/+1 counters on them have trample.
{4}{G}, {T}: Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is the number of differently named lands you control.",G,G,uncommon,SOS,Secrets of Strixhaven,146,3,3,,,,pump;token,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Emissary Escort,{1}{U},2.0,Artifact Creature — Robot Soldier,"This creature gets +X/+0, where X is the greatest mana value among other artifacts you control.",U,U,rare,PEOE,Edge of Eternities Promos,56s,0,4,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Emptiness,{4}{W/B}{W/B},6.0,Creature — Elemental Incarnation,"When this creature enters, if {W}{W} was spent to cast it, return target creature card with mana value 3 or less from your graveyard to the battlefield.
When this creature enters, if {B}{B} was spent to cast it, put three -1/-1 counters on up to one target creature.
Evoke {W/B}{W/B}","B,W","B,W",mythic,PECL,Lorwyn Eclipsed Promos,222p,3,5,,,Evoke,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Empyrean Eagle,{1}{W}{U},3.0,Creature — Bird Spirit,"Flying
Other creatures you control with flying get +1/+1.","U,W","U,W",uncommon,SCD,Starter Commander Decks,226,2,3,,,Flying,flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Encouraging Aviator // Jump,{2}{U} // {U},3.0,Creature — Bird Wizard // Instant,,U,U,uncommon,SOS,Secrets of Strixhaven,46,2,3,,,Flying;Prepared,flying,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Encumbered Reejerey,{1}{W},2.0,Creature — Merfolk Soldier,"This creature enters with three -1/-1 counters on it.
Whenever this creature becomes tapped while it has a -1/-1 counter on it, remove a -1/-1 counter from it.",W,W,uncommon,ECL,Lorwyn Eclipsed,14,5,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Endrider Catalyzer,{1}{R},2.0,Creature — Human Warrior,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {T}: Add {R}{R}.",R,R,common,DFT,Aetherdrift,124,3,1,,R,Max speed;Start your engines!,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Endrider Spikespitter,{3}{R},4.0,Creature — Human Mercenary,"Reach
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.",R,R,uncommon,DFT,Aetherdrift,125,3,4,,,Reach;Max speed;Start your engines!,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Enduring Courage,{2}{R}{R},4.0,Enchantment Creature — Dog Glimmer,"Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn.
When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",R,R,mythic,DSK,Duskmourn: House of Horror,392,3,3,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Enduring Curiosity,{2}{U}{U},4.0,Enchantment Creature — Cat Glimmer,"Flash
Whenever a creature you control deals combat damage to a player, draw a card.
When Enduring Curiosity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",U,U,rare,PDSK,Duskmourn: House of Horror Promos,51s,4,3,,,Flash,draw;flash,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Enduring Innocence,{1}{W}{W},3.0,Enchantment Creature — Sheep Glimmer,"Lifelink
Whenever one or more other creatures you control with power 2 or less enter, draw a card. This ability triggers only once each turn.
When Enduring Innocence dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",W,W,rare,DSK,Duskmourn: House of Horror,6,2,1,,,Lifelink,draw;lifegain;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Enduring Tenacity,{2}{B}{B},4.0,Enchantment Creature — Snake Glimmer,"Whenever you gain life, target opponent loses that much life.
When Enduring Tenacity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",B,B,mythic,DSK,Duskmourn: House of Horror,400,4,3,,,,lifegain,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Enduring Vitality,{1}{G}{G},3.0,Enchantment Creature — Elk Glimmer,"Vigilance
Creatures you control have ""{T}: Add one mana of any color.""
When Enduring Vitality dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",G,G,mythic,DSK,Duskmourn: House of Horror,394,3,3,,"B,G,R,U,W",Vigilance,tribal;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Engine Rat,{B},1.0,Creature — Zombie Rat,"Deathtouch
{5}{B}: Each opponent loses 2 life.",B,B,common,DFT,Aetherdrift,84,1,1,,,Deathtouch,deathtouch,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Enigma Drake,{1}{U}{R},3.0,Creature — Drake,"Flying
Enigma Drake's power is equal to the number of instant and sorcery cards in your graveyard.","R,U","R,U",uncommon,AKR,Amonkhet Remastered,234,*,4,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Ennis, Debate Moderator",{1}{W},2.0,Legendary Creature — Human Cleric,"When Ennis enters, exile up to one other target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
At the beginning of your end step, if one or more cards were put into exile this turn, put a +1/+1 counter on Ennis.",W,W,uncommon,SOS,Secrets of Strixhaven,14,1,1,,,,pump;tribal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Enraged Flamecaster,{2}{R},3.0,Creature — Elemental Sorcerer,"Reach
Whenever you cast a spell with mana value 4 or greater, this creature deals 2 damage to each opponent.",R,R,common,ECL,Lorwyn Eclipsed,135,3,2,,,Reach,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
