name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Does Machines,{1}{U},2.0,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
When this Class enters, mill two cards, draw two cards, then discard two cards.
{1}{U}: Level 2
When this Class becomes level 2, return up to two target artifact cards from your graveyard to your hand.
{4}{U}: Level 3
At the beginning of combat on your turn, put three +1/+1 counters on target artifact you control. If it isn't a creature, it becomes a 0/0 Robot creature in addition to its other types.",U,U,rare,TMT,Teenage Mutant Ninja Turtles,34,,,,,Mill,bounce;draw;mill;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dollmaker's Shop // Porcelain Gallery,{1}{W} // {4}{W}{W},8.0,Enchantment — Room // Enchantment — Room,,W,W,mythic,DSK,Duskmourn: House of Horror,335,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Double Down,{3}{U},4.0,Enchantment,"Whenever you cast an outlaw spell, copy that spell. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws. Copies of permanent spells become tokens.)",U,U,mythic,PLST,The List,OTJ-44,,,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Doubling Season,{4}{G},5.0,Enchantment,"If an effect would create one or more tokens under your control, it creates twice that many of those tokens instead.
If an effect would put one or more counters on a permanent you control, it puts twice that many of those counters on that permanent instead.",G,G,mythic,FDN,Foundations,438,,,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,predh"
Dracogenesis,{6}{R}{R},8.0,Enchantment,You may cast Dragon spells without paying their mana costs.,R,R,mythic,TDM,Tarkir: Dragonstorm,105,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dragonback Assault,{3}{G}{U}{R},6.0,Enchantment,"When this enchantment enters, it deals 3 damage to each creature and each planeswalker.
Landfall — Whenever a land you control enters, create a 4/4 red Dragon creature token with flying.","G,R,U","G,R,U",mythic,PTDM,Tarkir: Dragonstorm Promos,179p,,,,,Landfall,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Dramatic Accusation,{2}{U},3.0,Enchantment — Aura,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
{U}{U}: Shuffle enchanted creature into its owner's library.",U,U,common,MKM,Murders at Karlov Manor,294,,,,,Enchant,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Dredger's Insight,{1}{G},2.0,Enchantment,"Whenever one or more artifact and/or creature cards leave your graveyard, you gain 1 life.
When this enchantment enters, mill four cards. You may put an artifact, creature, or land card from among the milled cards into your hand. (To mill four cards, put the top four cards of your library into your graveyard.)",G,G,uncommon,DFT,Aetherdrift,159,,,,,Mill,lifegain;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Due Diligence,{2}{W},3.0,Enchantment — Aura,"Enchant creature
When this Aura enters, target creature you control other than enchanted creature gets +2/+2 and gains vigilance until end of turn.
Enchanted creature gets +2/+2 and has vigilance.",W,W,common,MKM,Murders at Karlov Manor,14,,,,,Enchant,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Duskmourn's Domination,{4}{U}{U},6.0,Enchantment — Aura,"Enchant creature
You control enchanted creature.
Enchanted creature gets -3/-0 and loses all abilities.",U,U,uncommon,DSK,Duskmourn: House of Horror,50,,,,,Enchant,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
