name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Poison the Waters,{1}{B},2.0,Sorcery,"Choose one —
• All creatures get -1/-1 until end of turn.
• Target player reveals their hand. You choose an artifact or creature card from it. That player discards that card.",B,B,uncommon,FIN,Final Fantasy,111,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Portent of Calamity,{X}{U},1.0,Sorcery,"Reveal the top X cards of your library. For each card type, you may exile a card of that type from among them. Put the rest into your graveyard. You may cast a spell from among the exiled cards without paying its mana cost if you exiled four or more cards this way. Then put the rest of the exiled cards into your hand.",U,U,rare,PBLB,Bloomburrow Promos,66p,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pox Plague,{B}{B}{B}{B}{B},5.0,Sorcery,"Each player loses half their life, then discards half the cards in their hand, then sacrifices half the permanents they control of their choice. Round down each time.",B,B,rare,SOS,Secrets of Strixhaven,94,,,,,,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Practiced Offense,{2}{W},3.0,Sorcery,"Put a +1/+1 counter on each creature target player controls. Target creature gains your choice of double strike or lifelink until end of turn.
Flashback {1}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",W,W,rare,SOS,Secrets of Strixhaven,25,,,,,Flashback,flash;lifegain;pump,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Preposterous Proportions,{5}{G}{G},7.0,Sorcery,Creatures you control get +10/+10 and gain vigilance until end of turn.,G,G,rare,FDN,Foundations,400,,,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Price of Freedom,{1}{R},2.0,Sorcery — Lesson,"Destroy target artifact or land an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.
Draw a card.",R,R,uncommon,TLA,Avatar: The Last Airbender,149,,,,,,draw;removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Primal Might,{X}{G},1.0,Sorcery,Target creature you control gets +X/+X until end of turn. Then it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.),G,G,rare,PM21,Core Set 2021 Promos,197p,,,,,Fight,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Prison Break,{4}{B},5.0,Sorcery,"Return target creature card from your graveyard to the battlefield with an additional +1/+1 counter on it.
Mayhem {3}{B} (You may cast this card from your graveyard for {3}{B} if you discarded it this turn. Timing rules still apply.)",B,B,uncommon,SPM,Marvel's Spider-Man,61,,,,,Mayhem,bounce;pump;reanimation,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Procrastinate,{X}{U},1.0,Sorcery,"Tap target creature. Put twice X stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",U,U,common,SOS,Secrets of Strixhaven,64,,,,,,,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Psychic Whorl,{2}{B},3.0,Sorcery,"Target opponent discards two cards. Then if you control a Rat, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",B,B,common,BLB,Bloomburrow,105,,,,,Surveil,discard;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Pull from the Grave,{2}{B},3.0,Sorcery,Return up to two target creature cards from your graveyard to your hand. You gain 2 life.,B,B,common,SOS,Secrets of Strixhaven,95,,,,,,bounce;lifegain,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pull Through the Weft,{3}{G}{G},5.0,Sorcery,"Return up to two target nonland permanent cards from your graveyard to your hand, then return up to two target land cards from your graveyard to the battlefield tapped.",G,G,uncommon,EOE,Edge of Eternities,397,,,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pumpkin Bombardment,{B/R},1.0,Sorcery,"As an additional cost to cast this spell, discard a card or pay {2}.
Pumpkin Bombardment deals 3 damage to target creature.","B,R","B,R",common,OM1,Through the Omenpaths,142,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Pursue the Past,{R}{W},2.0,Sorcery,"You gain 2 life. You may discard a card. If you do, draw two cards.
Flashback {2}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","R,W","R,W",common,SOS,Secrets of Strixhaven,216,,,,,Flashback,draw;flash;lifegain,"standard,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Push // Pull,{1}{W/B} // {4}{B/R}{B/R},8.0,Sorcery // Sorcery,,"B,R,W","B,R,W",uncommon,MKM,Murders at Karlov Manor,250,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Push the Limit,{5}{R}{R},7.0,Sorcery,"Return all Mount and Vehicle cards from your graveyard to the battlefield. Sacrifice them at the beginning of the next end step.
Vehicles you control become artifact creatures until end of turn. Creatures you control gain haste until end of turn.",R,R,uncommon,DFT,Aetherdrift,143,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Pyroclasm,{1}{R},2.0,Sorcery,Pyroclasm deals 2 damage to each creature.,R,R,uncommon,10E,Tenth Edition,222,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel,premodern,predh"
