name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Black Mage's Rod,{1}{B},2.0,Artifact — Equipment,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +1/+0, has ""Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent,"" and is a Wizard in addition to its other types.
Equip {3}",B,B,common,FIN,Final Fantasy,90,,,,,Job select;Equip,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Blitzball,{3},3.0,Artifact,"{T}: Add one mana of any color.
GOOOOAAAALLL! — {T}, Sacrifice this artifact: Draw two cards. Activate only if an opponent was dealt combat damage by a legendary creature this turn.",,,common,FIN,Final Fantasy,254,,,,"B,G,R,U,W",GOOOOAAAALLL!,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Bloodthorn Flail,{B},1.0,Artifact — Equipment,"Equipped creature gets +2/+1.
Equip—Pay {3} or discard a card.",B,B,uncommon,LCI,The Lost Caverns of Ixalan,93,,,,,Equip,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Boom Box,{2},2.0,Artifact,"{6}, {T}, Sacrifice this artifact: Destroy up to one target artifact, up to one target creature, and up to one target land.",,,uncommon,OTJ,Outlaws of Thunder Junction,241,,,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Boommobile,{2}{R}{R},4.0,Artifact — Vehicle,"When this Vehicle enters, add four mana of any one color. Spend this mana only to activate abilities.
Exhaust — {X}{2}{R}: This Vehicle deals X damage to any target. Put a +1/+1 counter on this Vehicle. (Activate each exhaust ability only once.)
Crew 2",R,R,rare,DFT,Aetherdrift,310,5,5,,"B,G,R,U,W",Crew;Exhaust,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Boosted Sloop,{1}{U}{R},3.0,Artifact — Vehicle,"Menace
Whenever you attack, draw a card, then discard a card.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)","R,U","R,U",uncommon,DFT,Aetherdrift,190,3,3,,,Crew;Menace,draw;menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Braided Net // Braided Quipu,,3.0,Artifact // Artifact,,,U,rare,LCI,The Lost Caverns of Ixalan,47,,,,,Craft,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Brass's Tunnel-Grinder // Tecutlan, the Searing Rift",,3.0,Legendary Artifact // Legendary Land — Cave,,,R,rare,LCI,The Lost Caverns of Ixalan,135,,,,R,Transform;Discover,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Broadcast Rambler,{4}{W},5.0,Artifact — Vehicle,"When this Vehicle enters, create a 1/1 colorless Thopter artifact creature token with flying.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",W,W,common,DFT,Aetherdrift,6,5,4,,,Crew,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Broodheart Engine,{B}{G},2.0,Artifact,"At the beginning of your upkeep, surveil 1.
{2}{B}{G}, {T}, Sacrifice this artifact: Return target creature or Vehicle card from your graveyard to the battlefield. Activate only as a sorcery.","B,G","B,G",uncommon,DFT,Aetherdrift,193,,,,,Surveil,bounce;surveil,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Bumbleflower's Sharepot,{2},2.0,Artifact,"When this artifact enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{5}, {T}, Sacrifice this artifact: Destroy target nonland permanent. Activate only as a sorcery.",,,common,BLB,Bloomburrow,244,,,,,Food,lifegain;removal;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Buried Treasure,{2},2.0,Artifact — Treasure,"{T}, Sacrifice this artifact: Add one mana of any color.
{5}, Exile this card from your graveyard: Discover 5. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 5 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",,,common,LCI,The Lost Caverns of Ixalan,246,,,,"B,G,R,U,W",Discover,mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Burner Rocket,{1}{R},2.0,Artifact — Vehicle,"Flash
When this Vehicle enters, target creature you control gets +2/+0 and gains trample until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",R,R,common,DFT,Aetherdrift,311,3,1,,,Crew;Flash,flash;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Buster Sword,{3},3.0,Artifact — Equipment,"Equipped creature gets +3/+2.
Whenever equipped creature deals combat damage to a player, draw a card, then you may cast a spell from your hand with mana value less than or equal to that damage without paying its mana cost.
Equip {2}",,,mythic,FIN,Final Fantasy,255,,,,,Equip,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
